date,ticker,release_type,2m_delayed_return,2m_quick_return,2m_delayed_exit_time,2m_quick_exit_time,2m_delayed_potential_npl,2m_quick_potential_npl,ism_number,expectations,pct_beat_miss,prices_paid,prices_paid_expectations,pp_pct_beat_miss
5/1/2023,SPXL,Manufacturing,-0.1,0.092093146,2023-05-01 10:08:00-04:00,2023-05-01 10:08:00-04:00,-7235.890014,10130.24602,47.1,46.8,0.006410256,,,#DIV/0!
5/1/2023,TQQQ,Manufacturing,0.141843972,0.070921986,2023-05-01 10:08:00-04:00,2023-05-01 10:04:00-04:00,5200,2600,47.1,46.8,0.006410256,,,#DIV/0!
5/1/2023,SOXL,Manufacturing,-0.1,-0.1,2023-05-01 10:02:00-04:00,2023-05-01 10:02:00-04:00,-9153.41,-1307.63,47.1,46.8,0.006410256,,,#DIV/0!
4/5/2023,QQQ,Services,-0.1,-0.1,2023-04-05 10:04:00-04:00,2023-04-05 10:04:00-04:00,-20455.76323,-3813.786365,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,SPY,Services,-0.1,-0.1,2023-04-05 10:04:00-04:00,2023-04-05 10:04:00-04:00,-18855.44971,-11582.6334,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,IWM,Services,0.613391424,0.670717725,2023-04-05 10:20:00-04:00,2023-04-05 10:16:00-04:00,67473.05664,73778.94978,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,TNA,Services,1.963394343,2.129783694,2023-04-05 10:20:00-04:00,2023-04-05 10:16:00-04:00,76700,83200,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,SPXL,Services,-0.1,-0.1,2023-04-05 10:04:00-04:00,2023-04-05 10:04:00-04:00,-59131.63336,-37904.89318,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,TQQQ,Services,-0.1,-0.1,2023-04-05 10:04:00-04:00,2023-04-05 10:04:00-04:00,-20800,-5200,51.2,54.4,-0.058823529,,,#DIV/0!
4/5/2023,SOXL,Services,-0.1,-0.1,2023-04-05 10:04:00-04:00,2023-04-05 10:04:00-04:00,-28600,-9100,51.2,54.4,-0.058823529,,,#DIV/0!
4/3/2023,QQQ,Manufacturing,0.05326482,0.062664494,2023-04-03 10:04:00-04:00,2023-04-03 10:04:00-04:00,5859.130217,6893.094373,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,SPY,Manufacturing,0.219431915,0.053638913,2023-04-03 10:26:00-04:00,2023-04-03 10:06:00-04:00,24137.51067,5900.280385,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,IWM,Manufacturing,0.150686461,-0.1,2023-04-03 10:30:00-04:00,2023-04-03 10:06:00-04:00,16575.51066,-3069.539011,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,TNA,Manufacturing,0.460405157,-0.1,2023-04-03 10:30:00-04:00,2023-04-03 10:06:00-04:00,19500,-2600,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,SPXL,Manufacturing,0.638847356,0.135924969,2023-04-03 10:26:00-04:00,2023-04-03 10:04:00-04:00,70273.20919,14951.74664,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,TQQQ,Manufacturing,0.179920835,0.143936668,2023-04-03 10:04:00-04:00,2023-04-03 10:04:00-04:00,6500,5200,46.3,47.5,-0.025263158,,,#DIV/0!
4/3/2023,SOXL,Manufacturing,-0.1,-0.1,2023-04-03 10:04:00-04:00,2023-04-03 10:04:00-04:00,-5850,-1950,46.3,47.5,-0.025263158,,,#DIV/0!
3/3/2023,QQQ,Services,-0.1,0.074294205,2023-03-03 10:10:00-05:00,2023-03-03 10:08:00-05:00,-1485.884101,8172.362556,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,SPY,Services,0.187256566,0.232198142,2023-03-03 10:10:00-05:00,2023-03-03 10:08:00-05:00,20598.22231,25541.79567,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,IWM,Services,0.248125858,0.322035688,2023-03-03 10:12:00-05:00,2023-03-03 10:10:00-05:00,27293.84437,35423.92567,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,TNA,Services,0.739795918,0.943877551,2023-03-03 10:12:00-05:00,2023-03-03 10:10:00-05:00,37700,48100,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,SPXL,Services,0.53491398,0.665028191,2023-03-03 10:10:00-05:00,2023-03-03 10:08:00-05:00,58840.53781,73153.10106,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,TQQQ,Services,0.504275378,0.767375576,2023-03-03 10:10:00-05:00,2023-03-03 10:08:00-05:00,14950,22750,55.1,54.5,0.011009174,,,#DIV/0!
3/3/2023,SOXL,Services,1.26413839,1.530272788,2023-03-03 10:12:00-05:00,2023-03-03 10:12:00-05:00,24700,29900,55.1,54.5,0.011009174,,,#DIV/0!
3/1/2023,QQQ,Manufacturing,0.651232568,0.709195677,2023-03-01 10:16:00-05:00,2023-03-01 10:16:00-05:00,71635.58253,78011.52443,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,SPY,Manufacturing,0.391305445,0.275176087,2023-03-01 10:16:00-05:00,2023-03-01 10:08:00-05:00,43043.599,30269.36962,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,IWM,Manufacturing,-0.1,-0.1,2023-03-01 10:04:00-05:00,2023-03-01 10:04:00-05:00,-20957.92538,-8732.468907,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,TNA,Manufacturing,1.437371663,0.487679671,2023-03-01 10:16:00-05:00,2023-03-01 10:08:00-05:00,72800,24700,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,SPXL,Manufacturing,1.237144135,0.894321061,2023-03-01 10:16:00-05:00,2023-03-01 10:08:00-05:00,136085.8548,98375.31674,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,TQQQ,Manufacturing,1.947901894,2.083833638,2023-03-01 10:16:00-05:00,2023-03-01 10:16:00-05:00,55887,59787,47.7,48,-0.00625,,,#DIV/0!
3/1/2023,SOXL,Manufacturing,2.774108322,2.972258917,2023-03-01 10:16:00-05:00,2023-03-01 10:16:00-05:00,54600,58500,47.7,48,-0.00625,,,#DIV/0!
2/3/2023,QQQ,Services,-0.1,0.016199579,2023-02-03 10:12:00-05:00,2023-02-03 10:04:00-05:00,-12473.67568,1781.953669,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,SPY,Services,-0.1,-0.1,2023-02-03 10:12:00-05:00,2023-02-03 10:02:00-05:00,-21283.80013,-4522.807527,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,IWM,Services,0.086097746,-0.1,2023-02-03 10:08:00-05:00,2023-02-03 10:02:00-05:00,9470.752089,-557.1030641,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,TNA,Services,0.244173141,-0.1,2023-02-03 10:08:00-05:00,2023-02-03 10:02:00-05:00,14300,-1300,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,SPXL,Services,-0.1,-0.1,2023-02-03 10:02:00-05:00,2023-02-03 10:02:00-05:00,-25690.93032,-12845.46516,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,TQQQ,Services,-0.1,0,2023-02-03 10:12:00-05:00,2023-02-03 10:04:00-05:00,-11700,0,55.2,50.5,0.093069307,,,#DIV/0!
2/3/2023,SOXL,Services,0,-0.1,2023-02-03 10:02:00-05:00,2023-02-03 10:02:00-05:00,0,-1300,55.2,50.5,0.093069307,,,#DIV/0!
2/1/2023,QQQ,Manufacturing,0.128984081,0.179898849,2023-02-01 10:10:00-05:00,2023-02-01 10:06:00-05:00,14188.24887,19788.87343,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,SPY,Manufacturing,0.221560277,0.204327811,2023-02-01 10:10:00-05:00,2023-02-01 10:06:00-05:00,24371.63044,22476.05918,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,IWM,Manufacturing,0.151041667,0.286458333,2023-02-01 10:24:00-05:00,2023-02-01 10:06:00-05:00,16614.58333,31510.41667,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,TNA,Manufacturing,0.385078219,0.818291215,2023-02-01 10:24:00-05:00,2023-02-01 10:06:00-05:00,20800,44200,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,SPXL,Manufacturing,0.688526825,0.647624242,2023-02-01 10:10:00-05:00,2023-02-01 10:06:00-05:00,75737.95078,71238.66658,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,TQQQ,Manufacturing,0.414937759,0.502293077,2023-02-01 10:10:00-05:00,2023-02-01 10:06:00-05:00,12350,14950,47.4,48,-0.0125,,,#DIV/0!
2/1/2023,SOXL,Manufacturing,0.194931774,0.194931774,2023-02-01 10:10:00-05:00,2023-02-01 10:06:00-05:00,3900,3900,47.4,48,-0.0125,,,#DIV/0!
1/5/2023,QQQ,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-15905.02644,-15486.47312,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,SPY,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-7813.116565,-6076.86844,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,IWM,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-24766.19328,-12700.61194,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,TNA,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-27859,-18759,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,SPXL,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-21671.31834,-19865.37514,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,TQQQ,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-11700,-10400,49.6,55,-0.098181818,,,#DIV/0!
1/5/2023,SOXL,Services,-0.1,-0.1,2023-01-05 10:02:00-05:00,2023-01-05 10:02:00-05:00,-5200,-6500,49.6,55,-0.098181818,,,#DIV/0!
1/3/2023,QQQ,Manufacturing,-0.1,-0.1,2023-01-03 10:12:00-05:00,2023-01-03 10:02:00-05:00,-40164.11955,-4140.630882,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,SPY,Manufacturing,-0.1,0.062865076,2023-01-03 10:10:00-05:00,2023-01-03 10:06:00-05:00,-288.1315976,6915.158341,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,IWM,Manufacturing,0.022901637,0.103057369,2023-01-03 10:06:00-05:00,2023-01-03 10:04:00-05:00,2519.180121,11336.31055,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,TNA,Manufacturing,0.341695665,0.310289813,2023-01-03 10:04:00-05:00,2023-01-03 10:04:00-05:00,14144,12844,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,SPXL,Manufacturing,-0.1,-0.1,2023-01-03 10:10:00-05:00,2023-01-03 10:04:00-05:00,-52998.51319,-33507.25123,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,TQQQ,Manufacturing,-0.1,-0.1,2023-01-03 10:12:00-05:00,2023-01-03 10:02:00-05:00,-26000,-3900,48.4,48.5,-0.002061856,,,#DIV/0!
1/3/2023,SOXL,Manufacturing,0,0.104931794,2023-01-03 10:10:00-05:00,2023-01-03 10:04:00-05:00,0,1900,48.4,48.5,-0.002061856,,,#DIV/0!
