ticker,date,trade_grade,intraday_setup,atr_pct,d0_in_atr,d0_move_pct,d0_ge_1atr,d-1_in_atr,d-1_move_pct,d-1_ge_1atr,d-2_in_atr,d-2_move_pct,d-2_ge_1atr,d-3_in_atr,d-3_move_pct,d-3_ge_1atr,ctl_n,ctl_mean_in_atr,ctl_max_in_atr,ctl_hit_rate
AMD,2024-01-25,C,,0.040278581,0.14348572362212325,0.0057794013412573045,False,0.11654560297710943,0.004694291509707344,False,0.13865893103297275,0.005584984984985006,False,0.046980561179542316,0.0018923103388956508,False,5.0,0.14695412668637273,0.23535064114206794,0.0
MARA,2023-12-29,B,,0.0563,0.4417489577485543,0.02487046632124361,False,0.7566766760388393,0.04260089686098665,False,0.7761011329183614,0.04369449378330375,False,0.29207095286450263,0.0164435946462715,False,5.0,0.3350577064906388,0.6543890810507624,0.0
SMCI,2024-02-06,D,,0.088305931,0.21874514083908478,0.019316493313521504,False,0.42157882647215145,0.03722791076151078,False,0.15977667887875596,0.014109228380476582,False,0.16986401513619784,0.015000000000000043,False,5.0,0.16467579865109305,0.3938040497927106,0.0
NVDA,2024-02-06,B,,0.0308840127229819,0.057662247689176716,0.0017808415912682672,False,0.5078161524437516,0.01568340051300854,False,0.4661464718499423,0.014396473567386742,False,0.03910532868354411,0.0012077294685989652,False,5.0,0.2598910395164008,0.5726700859581266,0.0
NVDA,2024-02-12,C,,0.032463577835076,0.3801675175435687,0.012341597796143263,False,0.059831766991284396,0.0019423532247316922,False,0.3165040018446917,0.010274852298998187,False,0.10415355475449492,0.003381197031572396,False,5.0,0.2714374739883844,0.8517195116331989,0.0
SMCI,2024-02-12,C,,0.082378834,0.18048958172201515,0.014868521291407321,False,0.2733656181319956,0.022519540877403054,False,0.4024871192490513,0.0331564195837558,False,0.08632206558193298,0.00711111111111117,False,5.0,0.12959464810534577,0.24240057325584277,0.0
NVDA,2024-06-06,B,,0.032968938,0.3763083849158223,0.012406487811169882,False,0.06739155448427811,0.002221827981515787,False,0.1066832011234015,0.0035172318434789547,False,0.2036859030651648,0.006715307909629428,False,5.0,0.13727805205099394,0.24041990547292352,0.0
NVAX,2024-06-06,B,,0.138724978,0.036406908631761326,0.0050505475989891,False,0.3137631473568197,0.043526785714285574,False,0.08022823795548575,0.011129660545353526,False,0.624737288959359,0.08666666666666671,False,5.0,0.2898399072145369,1.2445180557917552,0.2
SMCI,2024-02-16,A,,0.083292197,0.3717186443503477,0.030961262553802094,False,0.21597963119424043,0.01798941798941802,False,0.3600421793810463,0.029988704133315447,False,0.4162054539954876,0.03466666666666659,False,5.0,0.20777937683672887,0.42878309134150566,0.0
AVGO,2024-06-20,A,,0.0403511141565749,0.01772669062512644,0.000715291717032763,False,0.16206493392539262,0.006539500649601286,False,0.16328889614601436,0.006588888888888928,False,0.36934370594541005,0.014903430041615673,False,5.0,0.09671996025288446,0.14255083784155445,0.0
MU,2024-06-20,B,,0.034897376,0.07300286510320857,0.002547608432583948,False,0.823367341264102,0.028733359694213687,False,0.13975387576240794,0.004877043549938037,False,0.06466674104290193,0.002256699576868781,False,5.0,0.24506461215300807,0.5636213661623327,0.0
NVDA,2024-03-08,A,,0.036553959,0.21684077933946028,0.007926388957502677,False,0.255186271395751,0.009328068501963153,False,0.22563733836589672,0.008247938015496115,False,0.2653229553870644,0.00969860443297758,False,5.0,0.1563982898450519,0.34040585913503063,0.0
KWEB,2024-09-30,A,,0.017288545,0.09754092324192161,0.0016863406408095076,False,0.5981837464462744,0.010341726618705003,False,0.9625440505555286,0.01664098613251153,False,0.4181332589093317,0.007228915662650631,False,5.0,0.3854713913292903,0.7681200510748819,0.0
