cik,company_name,tickers,close_date,super8k_date,super8k_adsh,items,sic_at_filing,form
1577791,Oaktree Strategic Income Corp,,2021-03-19,2021-03-19,0001193125-21-086898,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",,8-K
1414932,Oaktree Specialty Lending Corp,OCSL,2021-03-19,2021-03-19,0001193125-21-086896,"1.01,1.02,2.01,7.01,9.01",,8-K
1527590,Ready Capital Corp,"RC, RCB, RCC, RC-PC, RC-PE",2021-03-19,2021-03-19,0001104659-21-039200,"2.01,3.03,5.02,5.03,7.01,9.01",6798,8-K
1467652,"Neos Therapeutics, Inc.",,2021-03-18,2021-03-22,0001213900-21-016770,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",2834,8-K
1830033,"PureCycle Technologies, Inc.","PCT, PCTTU, PCTTW",2021-03-17,2021-03-22,0001104659-21-039237,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06",2821,8-K
1836875,Nuvve Holding Corp.,"NVVE, NVVEW",2021-03-19,2021-03-25,0001213900-21-017736,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05,5.06",3612,8-K
1740547,Urovant Sciences Ltd.,,2021-03-29,2021-03-29,0001193125-21-097522,"2.01,3.01,3.03,5.02,5.03,8.01,9.01",2834,8-K
1789760,"Arrival Vault US, Inc.",,2021-03-24,2021-03-29,0001193125-21-097571,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1818355,Foley Trasimene Acquisition II,,2021-03-30,2021-03-30,0001193125-21-100484,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",6770,8-K
1704720,"Cannae Holdings, Inc.",CNNE,2021-03-30,2021-03-30,0001193125-21-100588,"2.01,7.01,9.01",5810,8-K
1772695,Sunnova Energy International Inc.,NOVA,2021-04-01,2021-04-01,0001193125-21-103960,"1.01,2.01,3.02,9.01",4931,8-K
1083643,"FAUQUIER BANKSHARES, INC.",,2021-04-01,2021-04-01,0001193125-21-103627,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1709682,"Custom Truck One Source, Inc.","CTOS, CTOSW",2021-04-01,2021-04-02,0001213900-21-019985,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,9.01",7359,8-K
1001171,BROADWAY FINANCIAL CORP \DE\,BYFC,2021-04-01,2021-04-05,0001140361-21-011567,"2.01,5.01,5.02,9.01",6035,8-K
1684682,"CNL Strategic Capital, LLC",,2021-04-01,2021-04-05,0001387131-21-004149,"1.01,2.01,9.01",3990,8-K
1641398,Code Chain New Continent Ltd,GDC,2021-03-31,2021-04-06,0001213900-21-020446,"2.01,9.01",5050,8-K
1799611,Collective Growth Corp,,2021-04-05,2021-04-07,0001193125-21-108884,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1763731,Replay Acquisition LLC,,2021-04-01,2021-04-07,0001193125-21-108986,"2.01,3.01,3.03,5.01,5.02,5.03,5.06,9.01",6770,8-K
1780312,"AST SpaceMobile, Inc.","ASTS, ASTSW",2021-04-06,2021-04-12,0001493152-21-008574,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.06,9.01",4899,8-K
1458891,Noble Corp,,2021-04-15,2021-04-16,0001193125-21-118586,"1.01,2.01,3.02,3.03,7.01,9.01",1381,8-K
1357459,"PALISADE BIO, INC.",PALI,2021-04-27,2021-04-27,0001171843-21-002819,"1.01,2.01,3.03,5.01,5.02,5.03,8.01,9.01",2836,8-K
1461119,CRH Medical Corp,,2021-04-22,2021-04-28,0001193125-21-137100,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",8000,8-K
1731348,"Tilray, Inc.",TLRY,2021-04-28,2021-05-04,0001140361-21-015755,"2.01,2.03,2.04,3.01,3.02,3.03,5.07,8.01,9.01",2833,8-K
1758766,"STEM, INC.",STEM,2021-04-28,2021-05-04,0001104659-21-061061,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3690,8-K
1815495,Northern Genesis Acquisition Corp.,,2021-05-06,2021-05-06,0001213900-21-024936,"1.01,2.01,3.01,3.03,5.01,5.03,8.01,9.01",6770,8-K
1818093,Beauty Health Co,SKIN,2021-05-04,2021-05-10,0001193125-21-156433,"1.01,2.01,3.02,3.03,4.02,5.02,5.03,5.06,9.01",3841,8-K
1802749,"Lightning eMotors, Inc.",ZEVY,2021-05-06,2021-05-12,0001193125-21-159335,"1.01,2.01,2.03,3.02,3.03,4.01,5.02,5.06,9.01",3711,8-K
1779128,"Blade Air Mobility, Inc.","BLDE, BLDEW",2021-05-07,2021-05-13,0001104659-21-065292,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",7389,8-K
1502557,"CX Network Group, Inc.",KPEA,2021-05-17,2021-05-18,0001213900-21-027681,"1.01,2.01,3.02,5.01,5.02,9.01",8200,8-K
1823945,BLUE OWL CAPITAL INC.,OWL,2021-05-19,2021-05-21,0001193125-21-169371,"1.01,2.01,2.02,3.02,3.03,4.01,5.01,5.02,5.03",6282,8-K
26076,CUBIC CORP /DE/,,2021-05-25,2021-05-25,0001104659-21-071624,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",3829,8-K
1021096,"Troika Media Group, Inc.",,2021-05-21,2021-05-25,0001477932-21-003585,"1.01,2.01,3.02,5.02,9.01",4841,8-K
1679063,"Chicken Soup for the Soul Entertainment, Inc.","CSSEQ, CSSLQ, CSSNQ, CSSPQ",2021-05-21,2021-05-27,0001104659-21-072657,"1.01,2.01,2.03,3.02,8.01,9.01",7819,8-K
1719406,"NRX Pharmaceuticals, Inc.","NRXP, NRXPW",2021-05-24,2021-05-28,0001193125-21-177238,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",2834,8-K
1492915,Standard AVB Financial Corp.,,2021-05-28,2021-05-28,0001104659-21-074290,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
27996,DELUXE CORP,DLX,2021-06-01,2021-06-01,0001104659-21-074705,"1.01,1.02,2.01,2.03,7.01,9.01",2780,8-K
1075736,"Crexendo, Inc.",CXDO,2021-06-01,2021-06-01,0001654954-21-006467,"1.01,2.01,3.02,5.02,7.01,8.01,9.01",4813,8-K
1333986,"Equitable Holdings, Inc.","EQH, EQH-PA, EQH-PC",2021-06-01,2021-06-01,0001193125-21-177928,"2.01,7.01,8.01,9.01",6411,8-K
1419951,Data Storage Corp,"DTST, DTSTW",2021-05-31,2021-06-03,0001731122-21-000993,"2.01,3.02,5.02,8.01,9.01",7374,8-K
1818874,"SoFi Technologies, Inc.",SOFI,2021-05-28,2021-06-04,0001628280-21-011688,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",6099,8-K
1719489,"Kaleyra, Inc.",,2021-06-01,2021-06-07,0001193125-21-184398,"1.01,2.01,2.03,3.02,8.01,9.01",7374,8-K
1819574,Original Bark Co,"BARK, BARK-WT",2021-06-01,2021-06-07,0001193125-21-184524,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",5990,8-K
1451448,"ESPORTS ENTERTAINMENT GROUP, INC.","GMBL, GMBLP, GMBLW, GMBLZ",2021-06-01,2021-06-07,0001493152-21-013745,"2.01,3.02,8.01,9.01",7900,8-K
1800682,"Cano Health, Inc.",,2021-06-03,2021-06-09,0001193125-21-186694,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",8011,8-K
1372807,Portman Ridge Finance Corp,PTMN,2021-06-09,2021-06-10,0001193125-21-186945,"1.01,2.01,2.03,7.01,9.01",,8-K
1559909,Harvest Capital Credit Corp,,2021-06-07,2021-06-10,0001193125-21-186946,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",,8-K
1826000,"Latch, Inc.",LTCH,2021-06-04,2021-06-10,0001193125-21-187247,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",7381,8-K
1808805,"Nautilus Biotechnology, Inc.",NAUT,2021-06-09,2021-06-10,0001628280-21-011892,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",6770,8-K
1834045,"Vintage Wine Estates, Inc.","VWESQ, VWEWQ",2021-06-07,2021-06-11,0001193125-21-188995,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",2080,8-K
1839839,"Janus International Group, Inc.",JBI,2021-06-07,2021-06-11,0001193125-21-188980,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3442,8-K
1813914,Deerfield Healthcare Technology Acquisitions Corp.,"CMAX, CMAXW",2021-06-08,2021-06-14,0001104659-21-080874,"1.01,2.01,3.03,5.01,5.02,5.05,5.06,7.01,9.01",8050,8-K
1427570,OBALON THERAPEUTICS INC,RSLS,2021-06-15,2021-06-15,0001104659-21-081562,"2.01,3.03,5.02,5.03,9.01",3841,8-K
1371217,ReShape Lifesciences Inc.,,2021-06-15,2021-06-15,0001104659-21-081564,"2.01,3.01,3.03,5.01,5.02,5.03",3845,8-K
1785424,"Katapult Holdings, Inc.","KPLT, KPLTW",2021-06-09,2021-06-15,0001213900-21-032560,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,7.01,9.01",7359,8-K
1770141,"UpHealth, Inc.",UPHL,2021-06-08,2021-06-15,0001193125-21-191296,"1.01,2.01,2.03,3.02,4.01,5.01,5.02,5.06,9.01",6770,8-K/A
1816431,Quantum-Si Inc,"QSI, QSIAW",2021-06-10,2021-06-15,0001104659-21-081560,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3829,8-K
1525759,FS KKR Capital Corp. II,,2021-06-16,2021-06-16,0001193125-21-192225,"2.01,3.03,5.01,5.02,5.03,7.01,9.01",,8-K
1422183,FS KKR Capital Corp,FSK,2021-06-16,2021-06-16,0001193125-21-192219,"1.01,2.01,2.03,7.01,9.01",,8-K
1841925,"indie Semiconductor, Inc.",INDI,2021-06-10,2021-06-16,0001213900-21-032758,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3674,8-K
1774675,Skillsoft Corp.,"SKIL, SKILW",2021-06-11,2021-06-17,0001104659-21-082707,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",7372,8-K
1820630,Proterra Inc,,2021-06-11,2021-06-17,0001628280-21-012482,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3711,8-K
1804591,23andMe Holding Co.,ME,2021-06-16,2021-06-21,0001193125-21-194255,"1.01,2.01,3.02,5.01,5.02,5.05,5.06,9.01",3829,8-K
1779474,"WM TECHNOLOGY, INC.","MAPS, MAPSW",2021-06-16,2021-06-22,0001140361-21-021785,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",7372,8-K
1803901,"Talkspace, Inc.","TALK, TALKW",2021-06-22,2021-06-23,0001193125-21-197353,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",8000,8-K
1815849,"ATI Physical Therapy, Inc.","ATIP, ATIPW",2021-06-16,2021-06-23,0001193125-21-197388,"1.01,2.01,2.03,3.02,4.01,5.01,5.02,5.05,9.01",8050,8-K
1723648,"LiveVox Holdings, Inc.",,2021-06-18,2021-06-24,0001193125-21-198809,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,8.01,9.01",7900,8-K
1832459,Thoma Bravo Advantage,,2021-06-28,2021-06-28,0001193125-21-202203,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",6770,8-K
1431959,META MATERIALS INC.,MMATQ,2021-06-25,2021-06-29,0001193125-21-203407,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,8.01,9.01",1311,8-K
1784168,"Electric Last Mile Solutions, Inc.",ELMSQ,2021-06-24,2021-06-30,0001213900-21-035067,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.03,9.01",3711,8-K
1777835,Perella Weinberg Partners,PWP,2021-06-24,2021-06-30,0001193125-21-204696,"1.01,2.01,2.03,3.02,5.01,5.02,5.06,7.01,9.01",6282,8-K
1826889,Forest Road Acquisition Corp.,"BODI, BODYW",2021-06-25,2021-07-01,0001193125-21-206543,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,8.01,9.01",5960,8-K
1802457,"Origin Materials, Inc.","ORGN, ORGNW",2021-06-25,2021-07-01,0001193125-21-206309,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2860,8-K
1811764,POINT Biopharma Global Inc.,,2021-06-30,2021-07-01,0001104659-21-087795,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2834,8-K
719402,FIRST NATIONAL CORP /VA/,FXNC,2021-07-01,2021-07-01,0001437749-21-016156,"2.01,5.02,5.03,8.01,9.01",6022,8-K
1845815,Payoneer Global Inc.,"PAYO, PAYOW",2021-06-25,2021-07-01,0001213900-21-035350,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",7389,8-K
1814329,Holicity Inc.,,2021-06-30,2021-07-01,0001193125-21-205288,"2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06,9.01",4700,8-K
1601669,Watford Holdings Ltd.,,2021-07-01,2021-07-02,0001601669-21-000048,"2.01,3.01,3.03,5.01,8.01,9.01",6331,8-K
1821160,Guild Holdings Co,GHLD,2021-07-01,2021-07-02,0001821160-21-000027,"2.01,9.01",6162,8-K
1777921,Apex Technology Acquisition Corp,"AVPT, AVPTW",2021-07-01,2021-07-07,0001193125-21-209872,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7372,8-K
1716947,"Ensysce Biosciences, Inc.","ENSC, ENSCW",2021-07-07,2021-07-07,0001493152-21-016378,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,5.06,9.01",2834,8-K
1821159,EVgo Inc,"EVGO, EVGOW",2021-07-01,2021-07-08,0001104659-21-090210,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",5990,8-K
1816233,"Sharecare, Inc.","SHCR, SHCRW",2021-07-01,2021-07-08,0001213900-21-036180,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",8000,8-K
1809104,"Alight Group, Inc.",ALIT,2021-07-02,2021-07-09,0001193125-21-211067,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.03,9.01",6770,8-K
1844224,FREYR Battery,,2021-07-07,2021-07-13,0001104659-21-091727,"1.01,2.01,3.02,5.01,5.06,7.01,9.01",3690,8-K
1821850,Sunlight Financial Holdings Inc.,,2021-07-09,2021-07-15,0001104659-21-092678,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,9.01",6199,8-K
1679049,"International Seaways, Inc.",INSW,2021-07-16,2021-07-16,0001104659-21-092871,"1.01,2.01,2.03,5.02,7.01,9.01",4400,8-K
1828318,Enovix Corp,ENVX,2021-07-13,2021-07-19,0001193125-21-218701,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",3690,8-K
1819516,Wheels Up Experience Inc.,"UP, WSUPW",2021-07-13,2021-07-19,0001628280-21-014018,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",4522,8-K
1822492,Hillman Solutions Corp.,HLMN,2021-07-14,2021-07-20,0001104659-21-094006,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3420,8-K
1816613,Markforged Holding Corp,"MKFG, MKFG-WT",2021-07-14,2021-07-20,0001104659-21-094003,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",3577,8-K
1816708,"Owlet, Inc.","OWLT, OWLTW",2021-07-15,2021-07-21,0001140361-21-025216,"1.01,2.01,3.03,5.01,5.02,5.06,7.01,9.01",3829,8-K
1822928,Holley Inc.,"HLLY, HLLY-WT",2021-07-16,2021-07-21,0001193125-21-220722,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3714,8-K
1716583,Hyzon Motors Inc.,"HYZN, HYZNW",2021-07-16,2021-07-22,0001193125-21-221839,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",3620,8-K
1805385,"Evolv Technologies Holdings, Inc.","EVLV, EVLVW",2021-07-16,2021-07-22,0001104659-21-094890,"1.01,2.01,3.02,3.03,4.01,5.01,5.03,8.01,9.01",3577,8-K
1805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,"FFIE, FFIEW",2021-07-21,2021-07-22,0001213900-21-038096,"1.01,2.01,3.02,4.01,5.01,5.02,9.01",3711,8-K
1752828,Celularity Inc,"CELU, CELUW",2021-07-16,2021-07-22,0001213900-21-038102,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,7.01,9.01",2834,8-K
1818502,OppFi Inc.,"OPFI, OPFI-WT",2021-07-20,2021-07-26,0001193125-21-224403,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",6199,8-K
1691936,"STRYVE FOODS, INC.","SNAX, SNAXW",2021-07-20,2021-07-26,0001493152-21-017760,"1.01,2.01,3.01,3.02,3.03,5.01,5.02,5.06,9.01",2000,8-K
1705012,"Fat Brands, Inc","FAT, FATBB, FATBP, FATBW",2021-07-22,2021-07-26,0001493152-21-017781,"1.01,2.01,2.03,7.01,9.01",5812,8-K
1811210,"Lucid Group, Inc.",LCID,2021-07-22,2021-07-26,0001104659-21-095842,"1.01,2.01,3.02,4.01,5.01,5.02,5.07,8.01,9.01",3711,8-K
1824734,"Berkshire Grey, Inc.",,2021-07-21,2021-07-27,0001213900-21-038894,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.06,9.01",3569,8-K
1819394,"Matterport, Inc./DE",MTTR,2021-07-22,2021-07-28,0001193125-21-227538,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",7372,8-K
1818331,Sema4 Holdings Corp.,"WGS, WGSWW",2021-07-22,2021-07-28,0001628280-21-014760,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",8000,8-K
1760689,"Microvast Holdings, Inc.","MVST, MVSTW",2021-07-23,2021-07-28,0001213900-21-039093,"1.01,2.01,3.02,5.01,5.02,5.03,5.06,9.01",3690,8-K
1805651,"MARKETWISE, INC.",MKTW,2021-07-21,2021-07-28,0001628280-21-014543,"1.01,2.01,3.01,3.03,4.01,5.01,5.02,5.06,9.01",7372,8-K
1318641,CLEVELAND BIOLABS INC,STAB,2021-07-27,2021-07-28,0001437749-21-017701,"2.01,5.01,5.02,5.03,8.01,9.01",2834,8-K
1824403,"Reservoir Media, Inc.","RSVR, RSVRW",2021-07-28,2021-07-28,0001104659-21-097058,"1.01,2.01,2.03,3.02,3.03,5.01,5.02,5.06,9.01",7900,8-K
876883,Stagwell Inc,STGW,2021-08-02,2021-08-02,0001104659-21-098992,"1.01,1.02,2.01,3.02,5.02,5.03,8.01,9.01",7311,8-K
1695295,"HYDROFARM HOLDINGS GROUP, INC.",HYFM,2021-07-30,2021-08-03,0001104659-21-099556,"1.01,2.01,7.01,9.01",5190,8-K
1722438,"Doma Holdings, Inc.","DOMA, DOMAW",2021-07-28,2021-08-03,0001628280-21-015371,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",6361,8-K
828916,WEINGARTEN REALTY INVESTORS /TX/,,2021-08-03,2021-08-04,0001140361-21-026775,"2.01,3.01,3.03,5.01,5.02,5.07,7.01,9.01",6798,8-K
1794905,"Cyxtera Technologies, Inc.",,2021-07-29,2021-08-04,0001193125-21-236394,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",7370,8-K
879101,KIMCO REALTY CORP,"KIM, KIM-PL, KIM-PM, KIM-PN",2021-08-03,2021-08-04,0001140361-21-026809,"2.01,5.07,7.01,9.01",6798,8-K
1634038,"ProSight Global, Inc.",,2021-08-04,2021-08-04,0001104659-21-099896,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6331,8-K
857737,"ICONIX BRAND GROUP, INC.",,2021-08-04,2021-08-04,0001140361-21-026938,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",3140,8-K
1826018,"ROVER GROUP, INC.",,2021-07-30,2021-08-05,0001564590-21-041713,"1.01,1.02,2.01,3.02,3.03,4.01,5.02,7.01,9.01",7200,8-K
1818201,CCC Intelligent Solutions Holdings Inc.,CCCS,2021-07-30,2021-08-05,0001193125-21-237930,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,9.01",7372,8-K
1828105,Hippo Holdings Inc.,"HIPO, HIPO-WT",2021-08-02,2021-08-05,0001193125-21-237966,"2.01,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",6331,8-K
1857044,"Indaptus Therapeutics, Inc.",INDP,2021-08-03,2021-08-06,0001493152-21-018937,"2.01,3.01,3.02,4.01,5.02,7.01,8.01,9.01",2834,8-K
1102432,"VIKING ENERGY GROUP, INC.",,2021-08-06,2021-08-09,0001477932-21-005234,"1.01,2.01,9.01",1311,8-K
1144546,"FICAAR, INC",HWTR,2021-08-09,2021-08-11,0001683168-21-003410,"1.01,2.01,3.02,5.02,5.03,5.06,9.01",4813,8-K
1003201,"MMA Capital Holdings, LLC",,2021-08-13,2021-08-13,0001104659-21-104715,"2.01,3.01,3.03,5.01,5.02,8.01,9.01",6500,8-K
1816048,Software Acquisition Group Inc. II,,2021-08-13,2021-08-13,0001193125-21-246267,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",6770,8-K
1819133,"Tango Therapeutics, Inc.",TNGX,2021-08-10,2021-08-13,0001193125-21-246234,"2.01,3.03,4.01,5.01,5.02,5.03,5.05,5.06,5.07",2834,8-K
1788841,"Helbiz, Inc.","MCOM, MCOMW",2021-08-11,2021-08-13,0001079973-21-000755,"1.01,2.01,2.03,3.02,3.03,5.02,5.06,5.07,9.01",7389,8-K
1819848,"Joby Aviation, Inc.","JOBY, JOBY-WT",2021-08-10,2021-08-16,0001193125-21-247915,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,7.01,9.01",3721,8-K
1852117,Rockley Photonics Holdings Ltd,,2021-08-11,2021-08-17,0001193125-21-248159,"1.01,2.01,2.03,3.03,4.01,5.01,5.02,5.03,5.06",3674,8-K
1824893,"Surrozen, Inc./DE","SRZN, SRZNW",2021-08-11,2021-08-17,0001193125-21-249342,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.05,5.06",2836,8-K
1781162,Momentus Inc.,"MNTS, MNTSW",2021-08-12,2021-08-18,0001213900-21-043676,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",3760,8-K
1515139,CurrencyWorks Inc.,MWRK,2021-08-12,2021-08-18,0001493152-21-020513,"1.01,2.01,7.01,9.01",7389,8-K
1823882,Airspan Networks Holdings Inc.,MIMOQ,2021-08-13,2021-08-19,0001829126-21-008369,"1.01,2.01,2.02,2.03,3.03,5.01,5.02,5.03,5.06",3663,8-K
1816017,"Spire Global, Inc.",SPIR,2021-08-16,2021-08-20,0001193125-21-252886,"1.01,2.01,3.01,3.02,3.03,4.01,5.02,5.03,9.01",4899,8-K
1820143,RMG Acquisition Corp. II,,2021-08-20,2021-08-23,0001193125-21-254133,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",6770,8-K
1818644,CF Finance Acquisition Corp. III,"LIDR, LIDRW",2021-08-16,2021-08-23,0001193125-21-253301,"2.01,3.02,3.03,5.01,5.02,5.03,5.06,8.01,9.01",3714,8-K
1819493,"Xos, Inc.","XOS, XOSWW",2021-08-20,2021-08-26,0001213900-21-045049,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",3714,8-K
1790625,"AgileThought, Inc.",AGILQ,2021-08-23,2021-08-26,0001213900-21-045081,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,9.01",8742,8-K
1422142,"Aadi Bioscience, Inc.",AADI,2021-08-26,2021-08-27,0001193125-21-257910,"1.01,2.01,3.02,3.03,5.01,5.02,5.03,5.05,9.01",2834,8-K
1444192,Acasti Pharma Inc.,ACST,2021-08-26,2021-08-27,0001171843-21-006192,"2.01,3.03,5.02,5.03,5.07,7.01,9.01",2834,8-K
1818382,"Humacyte, Inc.","HUMA, HUMAW",2021-08-26,2021-08-30,0001104659-21-110678,"1.01,2.01,3.02,3.03,4.01,5.02,5.03,5.06,9.01",2836,8-K
1837014,"SmartRent, Inc.",SMRT,2021-08-24,2021-08-30,0001193125-21-260632,"1.01,2.01,2.02,3.02,4.01,5.02,5.03,5.06,9.01",7373,8-K
1819989,Cipher Mining Inc.,"CIFR, CIFRW",2021-08-27,2021-08-31,0001193125-21-260900,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,8.01,9.01",7374,8-K
1819994,"Rocket Lab USA, Inc.",RKLB,2021-08-25,2021-08-31,0001193125-21-262190,"1.01,2.01,3.02,4.01,5.01,5.02,5.06,5.07,9.01",3760,8-K
1828522,"eFFECTOR Therapeutics, Inc.","EFTR, EFTRW",2021-08-25,2021-08-31,0001193125-21-262060,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,7.01,9.01",2834,8-K
1777946,"IronNet, Inc.",,2021-08-26,2021-09-01,0001193125-21-263381,"1.01,2.01,3.02,4.01,5.01,5.02,5.03,5.06,9.01",7372,8-K
1819584,Volta Inc.,,2021-08-26,2021-09-01,0001213900-21-046178,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",6770,8-K
1825024,Offerpad Solutions Inc.,"OPAD, OPADW",2021-09-01,2021-09-07,0001193125-21-266682,"1.01,2.01,3.02,3.03,5.01,5.02,5.06,7.01,9.01",6531,8-K
1596961,"RumbleOn, Inc.",RMBL,2021-08-31,2021-09-07,0001213900-21-046757,"1.01,2.01,2.03,3.02,5.02,5.03,7.01,8.01,9.01",7371,8-K
1837412,"SomaLogic, Inc.",,2021-09-01,2021-09-08,0001213900-21-047053,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.05",8731,8-K
1799850,"Renovacor, Inc.",,2021-09-02,2021-09-09,0001193125-21-268932,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,5.06",2836,8-K
1342958,DIGITAL ALLY INC,DGLY,2021-09-09,2021-09-09,0001493152-21-022253,"1.01,2.01,3.02,8.01,9.01",3663,8-K
895665,"Clearday, Inc.",CLRD,2021-09-10,2021-09-10,0001493152-21-022360,"2.01,3.03,5.01,5.02,5.03,8.01,9.01",3663,8-K
1819810,Redwire Corp,"RDW, RDW-WT",2021-09-02,2021-09-10,0001104659-21-114349,"1.01,2.01,3.02,4.01,5.06,8.01,9.01",3760,8-K
1817944,"Clarus Therapeutics Holdings, Inc.",,2021-09-09,2021-09-15,0001213900-21-048214,"1.01,2.01,2.03,3.03,4.01,5.01,5.02,5.03,9.01",2836,8-K
1753539,BlackSky Technology Inc.,"BKSY, BKSY-WT",2021-09-09,2021-09-15,0001193125-21-273369,"1.01,2.01,3.02,3.03,4.01,5.03,5.06,8.01,9.01",3663,8-K
1798562,TMC the metals Co Inc.,"TMC, TMCWW",2021-09-09,2021-09-15,0001213900-21-048261,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.06,9.01",1000,8-K
1844971,Greenidge Generation Holdings Inc.,"GREE, GREEL",2021-09-13,2021-09-15,0001193125-21-273493,"2.01,5.03,8.01,9.01",7374,8-K
887919,PREMIER FINANCIAL BANCORP INC,,2021-09-17,2021-09-17,0000887919-21-000045,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",6022,8-K
1830214,"Ginkgo Bioworks Holdings, Inc.","DNA, DNA-WT",2021-09-15,2021-09-20,0001193125-21-277420,"1.01,2.01,3.02,3.03,4.01,5.01,5.02,5.03,9.01",2836,8-K
