cik,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1824502,"ACHR,ACHR-WT","NYSE,NYSE",3721,Aircraft,Archer Aviation Inc.,Atlas Crest Investment Corp.,2021-02-10,425,1,2021-09-15,2021-09-14,True,False,True,Legacy Archer surviving the merger,ACIC,ACHR,24240000.0,,,10.0,super8k,False,True,
1812173,"RBOT,RBOTW","OTC,OTC",3842,"Orthopedic, Prosthetic & Surgical Appliances & Supplies",Vicarious Surgical Inc.,D8 Holdings Corp.,2021-04-15,425,1,2021-09-15,2021-09-15,True,False,True,"Merger, dated as of April 15, 2021",DEH,RBOT,26767486.0,,,10.0,near8k,True,True,
1819404,NRDY,NYSE,8200,Services-Educational Services,Nerdy Inc.,TPG Pace Tech Opportunities Corp.,2021-01-29,425,1,2021-09-16,2021-09-13,True,False,True,"January 28, 2021",PACE,NRDY,,,36.0,,vote8k,True,True,36.0
1807846,,,6199,Finance Services,MONEYLION INC.,Fusion Acquisition Corp.,2021-02-12,425,1,2021-09-21,2021-09-21,True,False,True,Fusion,FUSE,ML,25887987.0,25000000.0,,10.0,super8k,True,True,50.9
1788028,"JSPR,JSPRW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)","Jasper Therapeutics, Inc.",Amplitude Healthcare Acquisition Corp,2021-05-06,425,2,2021-09-23,2021-09-22,True,False,True,"May 5, 2021",AMHC,JSPR,9262099.0,,,,super8k,True,True,
1826681,"PDYN,PDYNW","Nasdaq,Nasdaq",7372,Services-Prepackaged Software,Palladyne AI Corp.,Sarcos Technology & Robotics Corp; Sarcos Technology & Robotics Corporation.; Rotor Acquisition Corp.,2021-04-06,425,1,2021-09-16,2021-09-15,True,False,True,"Merger, dated as of April 5, 2021",ROT,STRC,23479970.0,,,18.0,super8k,True,True,
858470,,,1311,Crude Petroleum & Natural Gas,Coterra Energy Inc.,CABOT OIL & GAS CORP,2021-05-24,425,14,2021-09-29,2021-09-29,True,False,True,Cimarex,COG,COG,,,,,,False,False,
1168054,,,1311,Crude Petroleum & Natural Gas,CIMAREX ENERGY CO,HELMERICH & PAYNE EXPLORATION & PRODUCTION CO,2021-05-24,425,14,2021-09-29,2021-09-29,True,False,False,"Merger, dated as of May 23, 2021, as amended on June 29, 2021",XEC,XEC,,,,,,False,False,
1636286,,,6022,State Commercial Banks,Altabancorp,People's Utah Bancorp,2021-05-19,425,7,2021-09-01,2021-08-31,True,False,False,Altabancorp,ALTA,ALTA,,,,,,False,False,
1575828,XPRO,NYSE,1389,"Oil & Gas Field Services, NEC",EXPRO GROUP HOLDINGS N.V.,Frank's International N.V.; FRANK'S INTERNATIONAL N.V.,2021-03-11,425,11,2021-09-15,2021-09-10,True,False,True,Expro Group Holdings International Limited,FI,,,,,,,False,False,
702513,,,6022,State Commercial Banks,Bank of Commerce Holdings,REDDING BANCORP,2021-06-24,425,14,2021-09-23,2021-09-21,True,False,False,,BOCH,BOCH,,,,,,False,False,
1832352,,,6770,Blank Checks,CA Healthcare Acquisition Corp.,,2021-04-07,425,1,2021-09-29,2021-09-28,True,True,False,,CAHC,CAHC,7675569.0,,,10.0,vote8k,True,True,
1824920,"IONQ,IONQ-WT","NYSE,NYSE",7373,Services-Computer Integrated Systems Design,"IonQ, Inc.","dMY Technology Group, Inc. III",2021-03-08,425,1,2021-10-04,2021-09-28,True,False,True,Legacy IonQ surviving the Merger,DMYI,IONQ,950000.0,,,10.0,super8k,False,True,
1784851,,,3990,Miscellaneous Manufacturing Industries,"Shapeways Holdings, Inc.",Galileo Acquisition Corp.,2021-04-28,425,1,2021-09-29,2021-09-28,True,False,True,Shapeways surviving as,WS,SHPW,11018352.0,,,10.09,super8k,True,True,
1825079,"VELO,VLDXW","Nasdaq,OTC",3559,"Special Industry Machinery, NEC","Velo3D, Inc.",JAWS Spitfire Acquisition Corp,2021-03-23,425,1,2021-09-28,2021-09-28,True,False,True,,WS,VLD,18215868.0,,,10.0,super8k,True,True,
1766146,,,6770,Blank Checks,Union Acquisition Corp. II,,2021-03-31,425,2,2021-09-23,2021-09-23,True,True,False,Holdco,LATN,,,,,,,True,True,
1830210,,,2000,Food and Kindred Products,"Benson Hill, Inc.",Star Peak Corp II,2021-05-10,425,1,2021-09-29,2021-09-28,True,False,True,"Merger, dated May 8, 2021",STPC,BHIL,30781843.0,,,10.0,vote8k,False,True,
1855457,KORE,NYSE,4899,"Communications Services, NEC","KORE Group Holdings, Inc.","King Pubco, Inc.",2021-09-22,425,0,,,True,False,True,,,KORE,,,,16.25,,False,True,
1662382,,,3841,Surgical & Medical Instruments & Apparatus,BRAIN SCIENTIFIC INC.,All Soft Gels Inc,,,2,2021-07-22,2021-07-16,False,False,False,,,,,,,,,False,False,
1866633,CCSI,Nasdaq,7372,Services-Prepackaged Software,"Consensus Cloud Solutions, Inc.",,,,0,,,False,False,False,,CCSI,CCSI,,,,,,False,False,
1816696,,,3674,Semiconductors & Related Devices,"Industrial Tech Acquisitions, Inc.",,2021-03-19,425,1,2021-10-07,2021-10-01,True,False,False,"March 18, 2021",ITAC,ITAC,,,,,,False,True,
1819113,,,8731,Services-Commercial Physical & Biological Research,"Science 37 Holdings, Inc.",Lifesci Acquisition II Corp.,2021-05-07,425,1,2021-10-06,2021-10-04,True,False,True,LSAQ,LSAQ,SNCE,2299493.0,,,10.0,super8k,True,True,
1819438,"GWH,GWH-WT","NYSE,NYSE",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","ESS Tech, Inc.",ACON S2 Acquisition Corp.,2021-05-07,425,1,2021-10-05,2021-10-05,True,False,True,"Merger, dated May 6, 2021",STWO,GWH,20754719.0,,,10.0,super8k,False,True,
766701,,,6798,Real Estate Investment Trusts,CAPSTEAD MORTGAGE CORP,,2021-07-26,425,13,2021-10-15,2021-10-15,True,False,False,,CMO,CMO,,,,,,False,False,
1820272,,,3312,"Steel Works, Blast Furnaces & Rolling Mills (Coke Ovens)",Legato Merger Corp.,,2021-05-25,425,1,2021-10-18,2021-10-14,True,False,False,,LEGO,LEGO,,,,,,True,True,
1562528,"FBRT,FBRT-PE","NYSE,NYSE",6798,Real Estate Investment Trusts,"Franklin BSP Realty Trust, Inc.","Benefit Street Partners Realty Trust, Inc.; Realty Finance Trust, Inc.; ARC Realty Finance Trust, Inc.",2021-07-26,425,10,2021-06-04,2021-06-03,True,False,True,,,FBRT,,,,,,False,False,
1820302,"BKKT,BKKT-WT","NYSE,NYSE",6199,Finance Services,"Bakkt, Inc.","Bakkt Holdings, Inc.; VPC Impact Acquisition Holdings",2021-01-11,425,1,2021-10-14,2021-10-14,True,False,True,"Merger, dated as of January 11, 2021",VIH,BKKT,,,,,,True,True,
1830180,,,7389,"Services-Business Services, NEC","Legacy EJY, Inc.","ENJOY TECHNOLOGY, INC./DE; ENJOY TECHNOLOGY OPERATING CORP. /DE; Marquee Raine Acquisition Corp.",2021-04-28,425,1,2021-10-13,2021-10-13,True,False,True,,MRAC,ENJY,,,,,,False,True,
1286043,KRG,NYSE,6798,Real Estate Investment Trusts,KITE REALTY GROUP TRUST,,2021-07-19,425,15,2021-10-19,2021-10-13,True,False,False,Merger Sub continuing as the surviving entity and,KRG,KRG,,,,,,False,False,
1856031,"SEAT,SEATW","Nasdaq,Nasdaq",7990,Services-Miscellaneous Amusement & Recreation,Vivid Seats Inc.,,2021-04-22,425,0,,,True,False,False,,,SEAT,,,,,,False,False,
1836967,,,8000,Services-Health Services,ALKURI GLOBAL ACQUISITION CORP.,ARK GLOBAL ACQUISITION CORP.,2021-06-04,425,1,2021-10-20,2021-10-20,True,False,True,Merger Sub and Alkuri,KURI,KURI,,,,,,True,True,
1222840,,,6798,Real Estate Investment Trusts,"RETAIL PROPERTIES OF AMERICA, INC.",INLAND WESTERN RETAIL REAL ESTATE TRUST INC,2021-07-19,425,14,2021-10-19,2021-10-19,True,False,False,Merger Sub continuing as the surviving entity and,RPAI,RPAI,,,,,,False,False,
1719435,,,8082,Services-Home Health Care Services,"ASSISTED 4 LIVING, INC.",,,,1,2021-08-30,2021-08-30,False,False,False,,,,,,,,,True,False,
1809987,MIR,NYSE,3829,"Measuring & Controlling Devices, NEC","Mirion Technologies, Inc.",GS Acquisition Holdings Corp II,2021-06-17,425,1,2021-10-25,2021-10-19,True,False,True,"June 17, 2021",GSAH,MIR,14628610.0,,19.5,,super8k,False,True,19.5
1821769,NVTS,Nasdaq,3674,Semiconductors & Related Devices,Navitas Semiconductor Corp,Live Oak Acquisition Corp II,2021-05-07,425,1,2021-10-13,2021-10-12,True,False,True,"May 6, 2021, by and among LOKB, Live Oak Merger Sub Inc",LOKB,NVTS,10135544.0,,,10.0,super8k,True,True,
1813756,,,6512,Opeators of  Nonresidential Buildings,WeWork Inc.,BowX Acquisition Corp.,2021-03-26,425,1,2021-10-20,2021-10-19,True,True,True,Prior WeWork,BOWX,WE,,,,10.0,,True,True,
1833214,"SABS,SABSW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)","SAB Biotherapeutics, Inc.",Big Cypress Acquisition Corp.,2021-06-22,425,1,2021-10-21,2021-10-20,True,False,True,,BCYP,SABS,8030289.0,,,10.1,super8k,False,True,
1820201,,,7841,Services-Video Tape Rental,Redbox Entertainment Inc.,Seaport Global Acquisition Corp,2021-07-08,PREM14A,1,2021-10-21,2021-10-20,False,False,True,"May 16, 2021",SGAM,RDBX,12346223.0,,,10.1,super8k,True,True,
1865631,"NN,NNAVW,NXNVW","Nasdaq,Nasdaq,OTC",3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",NEXTNAV INC.,Spartacus Acquisition Shelf Corp.,2021-06-10,425,0,,,True,False,True,,,NN,17444293.0,,,10.15,super8k,True,True,
1614184,,,6021,National Commercial Banks,Cadence Bancorporation,,2018-06-13,S-4,6,2021-08-10,2021-08-09,False,False,False,BancorpSouth Bank,CADE,CADE,,,,,,False,False,
726728,O,NYSE,6798,Real Estate Investment Trusts,REALTY INCOME CORP,,2021-04-29,425,17,2021-08-12,2021-08-12,True,False,False,,,,,,,,,False,False,
709337,FMNB,Nasdaq,6022,State Commercial Banks,FARMERS NATIONAL BANC CORP /OH/,,2019-09-05,425,16,2021-04-16,2021-04-15,True,False,False,Cortland Bancorp,FMNB,FMNB,,,,,,False,False,
1507385,,,6798,Real Estate Investment Trusts,"VEREIT, Inc.","American Realty Capital Properties, Inc.",2021-04-29,425,14,2021-08-12,2021-08-12,True,False,False,,,VER,,,,,,False,False,
1655020,,,1311,Crude Petroleum & Natural Gas,"Extraction Oil & Gas, Inc.","Extraction Oil & Gas, LLC",2021-05-10,425,5,2021-10-29,2021-10-29,True,False,False,"Extraction Oil & Gas, Inc",XOG,XOG,,,,,,False,False,
1509589,,,1311,Crude Petroleum & Natural Gas,"CIVITAS RESOURCES, INC.","Bonanza Creek Energy, Inc.",2020-11-09,425,11,2021-10-29,2021-10-29,True,False,True,"Extraction Oil & Gas, Inc",BCEI,CIVI,,,,,,False,False,
1832415,,,8000,Services-Health Services,"Better Therapeutics, Inc.",Mountain Crest Acquisition Corp II,2021-04-07,425,1,2021-10-27,2021-10-27,True,False,True,,MCAD,BTTX,4826260.0,,,,super8k,False,True,
1828108,"AUR,AUROW","Nasdaq,Nasdaq",7373,Services-Computer Integrated Systems Design,"Aurora Innovation, Inc.",Reinvent Technology Partners Y,2021-07-15,425,1,2021-11-03,2021-11-02,True,False,True,,RTPY,AUR,75458911.0,,,10.0,super8k,False,True,
1673481,"SEGG,LTRYW","Nasdaq,Nasdaq",7372,Services-Prepackaged Software,Sports Entertainment Gaming Global Corp,Lottery.com Inc.; Trident Acquisitions Corp.,2021-02-23,425,6,2021-10-28,2021-10-28,True,False,True,"February 21, 2021",TDAC,LTRY,20955.0,,,,vote8k,False,True,
1861449,,,3751,"Motorcycles, Bicycles & Parts","Bird Global, Inc.",,2021-05-12,425,0,,,True,False,False,,,BRDS,1.0,,,,super8k,False,True,
1880319,PRM,NYSE,2800,Chemicals & Allied Products,"Perimeter Solutions, Inc.","Perimeter Solutions, SA",2021-11-03,425,0,,,True,False,False,EverArc Holdings Limited,,PRM,,,,10.0,,False,False,
1846069,NXDR,NYSE,7370,"Services-Computer Programming, Data Processing, Etc.","Nextdoor Holdings, Inc.",Khosla Ventures Acquisition Co. II,2021-07-06,425,1,2021-11-03,2021-11-02,True,False,True,Nextdoor surviving the merger as,KVSB,KIND,1220000.0,,,,super8k,False,True,
1810546,EBC,Nasdaq,6035,"Savings Institution, Federally Chartered","Eastern Bankshares, Inc.",,,,1,2021-05-21,2021-05-21,False,False,False,"Century Bancorp, Inc",EBC,EBC,,,,,,False,False,
1822359,DCGO,Nasdaq,8000,Services-Health Services,DocGo Inc.,Motion Acquisition Corp.,2021-03-09,425,1,2021-11-05,2021-11-02,True,False,True,"Merger dated March 8, 2021",MOTN,DCGO,,,,18.0,,True,True,
1827980,,,7373,Services-Computer Integrated Systems Design,"Embark Technology, Inc.",Northern Genesis Acquisition Corp. II,2021-06-23,425,1,2021-11-10,2021-11-09,True,False,True,"June 22, 2021",,EMBK,,,,,,True,True,
1799191,"TOI,TOIIW","Nasdaq,Nasdaq",8011,Services-Offices & Clinics of  Doctors of  Medicine,"Oncology Institute, Inc.",DFP HEALTHCARE ACQUISITIONS CORP.,2021-06-28,425,0,,,True,False,True,,DFPH,TOI,17120363.0,,,10.0,super8k,False,True,
1426945,,,4731,Arrangement of  Transportation of  Freight & Cargo,"Echo Global Logistics, Inc.",,2021-10-05,PREM14A,14,2021-11-19,2021-11-19,False,False,False,"The Jordan Company, L",ECHO,ECHO,,,,,,False,False,
1840780,"LOCL,LOCLW","NYSE,OTC",0100,Agricultural Production-Crops,Local Bounti Corporation/DE,Leo Holdings III Corp.,2021-06-21,425,1,2021-11-17,2021-11-16,True,False,True,Common Stock,LIII,LOCL,25798719.0,,,10.0,super8k,True,True,
1864448,,,7374,Services-Computer Processing & Data Preparation,Wejo Group Ltd,,2021-05-28,425,0,,,True,False,False,"Merger, dated as of May 28, 2021",,WEJO,13275691.0,,,10.0,super8k,True,True,
1381531,,,2621,Paper Mills,Domtar CORP,,2007-02-02,S-4,14,2021-07-29,2021-07-29,False,False,False,Karta Halten B,,,,,40.0,,super8k,False,False,40.0
225648,,,4991,Cogeneration Services & Small Power Producers,COVANTA HOLDING CORP,DANIELSON HOLDING CORP,1996-07-05,S-4,15,2021-10-13,2021-10-12,False,False,False,"Covert Mergeco, Inc",CVA,CVA,,,4.875,,super8k,False,False,4.875
1823340,,,6770,Blank Checks,Altimeter Growth Corp.,,2021-04-13,425,1,2021-11-30,2021-11-30,True,True,False,,AGC,AGC,,,,10.0,,False,True,
1518720,,,5990,"Retail-Retail Stores, NEC","BIGtoken, Inc.","Force Protection Video Equipment Corp.; Enhance-Your-Reputation.com, Inc.; M Street Gallery Inc.",,,0,,,False,False,True,BritePool surviving such merger as,,,,,,,,False,False,
357173,OSBC,Nasdaq,6022,State Commercial Banks,OLD SECOND BANCORP INC,,2021-07-26,425,14,2021-11-30,2021-11-30,True,False,False,"West Suburban Bancorp, Inc",OSBC,OSBC,,,,,,False,False,
1402057,CDW,Nasdaq,5961,Retail-Catalog & Mail-Order Houses,CDW Corp,"VH Holdings, Inc.",2010-09-07,S-4,9,2021-05-21,2021-05-19,False,False,False,,CDW,,,,,,,False,False,
1828957,,,6770,Blank Checks,Codere Online U.S. Corp.,DD3 Acquisition Corp. II,2021-06-22,425,1,2021-11-19,2021-11-18,True,True,True,DD3 Acquisition Corp,DDMX,DDMX,,,,,,False,True,
1276187,"ET,ET-PI","NYSE,NYSE",4922,Natural Gas Transmission,Energy Transfer LP,"Energy Transfer Equity, L.P.; LAGRANGE ENERGY LP",2019-09-16,425,0,,,True,False,False,LP Merger Sub with and into Enable,,,,,7.625,,super8k,False,True,7.625
1591763,,,4922,Natural Gas Transmission,"Enable Midstream Partners, LP",,2021-02-17,425,1,2021-05-12,2021-05-07,True,False,False,LP Merger Sub with and into the Partnership,,ENBL,,,,,,False,False,
1790665,,,5990,"Retail-Retail Stores, NEC",Greenrose Holding Co Inc.,Greenrose Acquisition Corp.; Greenrose Acquisition Corp,2021-06-04,PREM14A,1,2021-10-27,2021-10-27,False,False,True,"Theraplant, LLC",,,,,,,,True,True,
1835378,,,7372,Services-Prepackaged Software,Innovid Corp.,ION Acquisition Corp 2 Ltd.,2021-06-24,425,1,2021-11-30,2021-11-30,True,False,True,,WS,CTV,,,,11.5,,False,True,
1130310,CNP,NYSE,4911,Electric Services,CENTERPOINT ENERGY INC,CENTERPOINT ENERGY INC; RELIANT ENERGY REGCO INC,2021-02-17,425,12,2021-04-26,2021-04-23,True,False,False,Elk Merger Sub LLC,CNP,CNP,,,,,,False,False,
1866175,CRGY,NYSE,1311,Crude Petroleum & Natural Gas,Crescent Energy Co,IE PubCo Inc.,2021-06-08,425,0,,,True,False,True,,,,,,,,,False,True,
1835567,,,8000,Services-Health Services,"Pear Therapeutics, Inc.",Thimble Point Acquisition Corp.,2021-06-22,425,2,2021-11-30,2021-11-30,True,False,True,"Oz Merger Sub, Inc",THMA,PEAR,26767101.0,,30.6,10.0,super8k,True,True,30.6
1840776,HGTY,NYSE,6411,"Insurance Agents, Brokers & Service","Hagerty, Inc.",Aldel Financial Inc.,2021-08-18,425,1,2021-12-03,2021-12-01,True,False,True,"August 17, 2021",ADF,HGTY,3005034.0,,,,super8k,False,True,
1832511,"PIII,PIIIW","Nasdaq,Nasdaq",8000,Services-Health Services,P3 Health Partners Inc.,Foresight Acquisition Corp.,2021-05-25,425,3,2021-12-03,2021-12-03,True,False,True,"May 25, 2021",FORE,PIII,27887684.0,,,,vote8k,False,True,
1828972,"BZFD,BZFDW","Nasdaq,Nasdaq",4899,"Communications Services, NEC","BuzzFeed, Inc.","890 5th Avenue Partners, Inc.",2021-06-24,425,1,2021-12-02,2021-12-02,True,False,True,"Merger, dated June 24, 2021",ENFA,BZFD,27133519.0,,,10.0,super8k,True,True,
1874944,,,7340,Services-To Dwellings & Other Buildings,"Vacasa, Inc.","Vacasa, Inc.",2021-07-29,425,0,,,True,False,False,"July 28, 2021",,VCSA,,,50.3,,super8k,False,True,50.3
1844862,"SLDP,SLDPW","Nasdaq,Nasdaq",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","Solid Power, Inc.",Decarbonization Plus Acquisition Corp III,2021-06-15,425,1,2021-12-07,2021-12-07,True,False,True,"Reorganization, dated June 15, 2021",DCRC,SLDP,,,,11.5,,True,True,
1836981,"BBAI,BBAI-WT","NYSE,NYSE",7372,Services-Prepackaged Software,"BigBear.ai Holdings, Inc.","GigCapital4, Inc.",2021-08-09,PREM14A,1,2021-12-03,2021-12-03,False,False,True,BigBear,GIG,BBAI,24878693.0,,,11.5,super8k,True,True,
1836833,PL,NYSE,3663,Radio & Tv Broadcasting & Communications Equipment,Planet Labs PBC,"dMY Technology Group, Inc. IV",2021-07-07,425,1,2021-12-06,2021-12-03,True,False,True,Photon Merger Sub Inc,DMYQ,PL,689670.0,,,10.0,super8k,True,True,
1828723,,,4911,Electric Services,"Altus Power, Inc.","CBRE Acquisition Holdings, Inc.",2021-07-13,425,1,2021-12-07,2021-12-06,True,False,True,"July 12, 2021",CBAH,AMPS,19101146.0,,,10.0,super8k,False,True,
1828672,,,5961,Retail-Catalog & Mail-Order Houses,"Boxed, Inc.",Seven Oaks Acquisition Corp.,2021-06-14,425,1,2021-12-07,2021-12-07,True,False,True,"Blossom Merger Sub, Inc",SVOK,BOXD,18098335.0,,,10.0,super8k,True,True,
1827075,,,7372,Services-Prepackaged Software,CVENT HOLDING CORP.,Dragoneer Growth Opportunities Corp. II; Dragoneer Growth Opportunities Beta Corp.,2021-07-23,425,1,2021-12-07,2021-12-07,True,False,True,,DGNS,,23313333.0,,,10.0,super8k,True,True,
890394,PRSO,Nasdaq,3674,Semiconductors & Related Devices,Peraso Inc.,"MoSys, Inc.; MONOLITHIC SYSTEM TECHNOLOGY INC",2021-09-30,PREM14A,13,2021-12-02,2021-12-01,False,False,True,,MOSY,PRSO,,,,,,False,False,
1843762,,,2834,Pharmaceutical Preparations,"EQRx, Inc.",CM Life Sciences III Inc.,2021-08-06,425,1,2021-12-17,2021-12-16,True,False,True,,CMLT,EQRX,39587066.0,,,10.0,super8k,False,True,
1840572,LUCK,NYSE,7900,Services-Amusement & Recreation Services,Lucky Strike Entertainment Corp,Bowlero Corp.; Isos Acquisition Corp.,2021-07-01,425,1,2021-12-15,2021-12-14,True,False,True,"July 1, 2021, as amended",ISOS,BOWL,,,,,,True,True,
1833769,HYPR,Nasdaq,3845,Electromedical & Electrotherapeutic Apparatus,"Hyperfine, Inc.",HealthCor Catalio Acquisition Corp.,2021-07-08,425,1,2021-12-22,2021-12-21,True,False,True,"July 7, 2021",HCAQ,HYPR,17142244.0,,,10.0,super8k,False,True,
34067,BOOM,Nasdaq,3390,Miscellaneous Primary Metal Products,DMC Global Inc.,DYNAMIC MATERIALS CORP,,,13,2021-05-14,2021-05-12,False,False,False,,BOOM,BOOM,,,,,,False,False,
1838672,,,7370,"Services-Computer Programming, Data Processing, Etc.","AdTheorent Holding Company, Inc.",MCAP Acquisition Corp,2021-07-27,425,1,2021-12-21,2021-12-21,True,False,True,MCAP,MACQ,ADTH,25220904.0,,,10.0008,super8k,True,True,
1823144,GPGI,NYSE,6199,Finance Services,"GPGI, Inc.","CompoSecure, Inc.; Roman DBDR Tech Acquisition Corp.",2021-04-19,425,1,2021-12-23,2021-12-23,True,False,True,Merger,DBDR,CMPO,,,,11.5,,True,True,
1822711,,,2834,Pharmaceutical Preparations,"PARDES BIOSCIENCES, INC.",FS Development Corp. II,2021-06-29,425,1,2021-12-23,2021-12-23,True,False,True,"Merger, dated as of June 29, 2021",FSII,PRDS,243989.0,,,,super8k,True,True,
1836176,,,3440,Fabricated Structural Metal Products,Fathom Digital Manufacturing Corp,Fathom Digital Manufacturing; Altimar Acquisition Corp. II,2021-07-16,425,1,2021-12-21,2021-12-21,True,False,True,"July 15, 2021, as amended by Amendment No",ATMR,FATH,,,,11.5,,True,True,
1822523,AFCG,Nasdaq,,,Advanced Flower Capital Inc.,"AFC Gamma, Inc.",,,1,2021-10-01,2021-09-30,False,False,False,,AFCG,AFCG,,,,,,False,False,
802681,,,6022,State Commercial Banks,BRYN MAWR BANK CORP,,2021-03-10,425,14,2021-06-11,2021-06-10,True,False,False,,BMTC,BMTC,,,,,,False,False,
857855,UCB,NYSE,6022,State Commercial Banks,UNITED COMMUNITY BANKS INC,,2021-05-27,425,12,2021-05-13,2021-05-12,True,False,False,"Reliant Bancorp, Inc",UCBI,UCBI,,,,,,False,False,
828944,WSFS,Nasdaq,6021,National Commercial Banks,WSFS FINANCIAL CORP,,2021-03-10,425,14,2021-06-11,2021-06-10,True,False,False,,WSFS,WSFS,,,,,,False,False,
1411494,,,6282,Investment Advice,"Apollo Asset Management, Inc.","Apollo Global Management, Inc.; Apollo Global Management LLC",2021-03-08,425,3,2021-12-17,2021-12-17,True,False,True,"Merger, dated as of March 8, 2021",APO,,,,,,,False,False,
798941,"FCNCA,FCNCB,FCNCN,FCNCO,FCNCP","Nasdaq,OTC,Nasdaq,Nasdaq,Nasdaq",6022,State Commercial Banks,FIRST CITIZENS BANCSHARES INC /DE/,,2020-10-16,425,16,2021-04-30,2021-04-30,True,False,False,CIT Group Inc,FCNCA,FCNCA,,,,,,False,False,
1843388,,,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys","Virgin Orbit Holdings, Inc.",NextGen Acquisition Corp. II,2021-08-23,425,1,2021-12-29,2021-12-28,True,False,True,"Pulsar Merger Sub, Inc",NGCA,VORB,31480291.0,,,,super8k,True,True,
874238,STRL,Nasdaq,1600,Heavy Construction Other Than Bldg Const - Contractors,"STERLING INFRASTRUCTURE, INC.",STERLING CONSTRUCTION CO INC; OAKHURST CO INC; OAKHURST CAPITAL INC,,,13,2021-05-05,2021-05-05,False,False,True,,,,,,,,,False,False,
1141807,,,6035,"Savings Institution, Federally Chartered",1ST CONSTITUTION BANCORP,,2019-08-30,425,12,2021-12-07,2021-12-03,True,False,False,,FCCY,FCCY,,,,,,True,True,
