cik,ticker_current,exchange,sic_current,sic_desc,entity_name,former_names,ann_date,ann_source,n_vote_8ks,vote_8k_date,vote_date,has_425,sic_6770_at_close,name_change_near_close,target_name,old_ticker_edgar,new_ticker_edgar,redeemed_shares,remaining_shares,redemption_pct_stated,trust_per_share,redemption_source,mentions_trust,is_spac,redemption_pct
1785424,KPLT,Nasdaq,7359,"Services-Equipment Rental & Leasing, NEC","Katapult Holdings, Inc.",FinServ Acquisition Corp.,2020-12-18,425,2,2021-06-08,2021-06-07,True,False,True,"Merger, dated December 18, 2020",FSRV,KPLT,,,,10.05,,True,True,
1770141,,,8000,Services-Health Services,"UpHealth, Inc.","GigCapital2, Inc.",2020-10-27,425,3,2021-06-04,2021-06-04,True,True,True,"November 20, 2020, as amended, with Cloudbreak Health, LLC",GIX,UPH,9373567.0,,,,super8k,True,True,
1816431,"QSI,QSIAW","Nasdaq,Nasdaq",3829,"Measuring & Controlling Devices, NEC",Quantum-Si Inc,HighCape Capital Acquisition Corp.,2021-02-18,425,1,2021-06-09,2021-06-09,True,False,True,"February 18, 2021",CAPA,QSI,571128.0,,,10.0,near8k,False,True,
1525759,,,,,FS KKR Capital Corp. II,FS Investment Corp II,2019-06-04,425,15,2021-05-24,2021-05-21,True,False,False,FS KKR Capital Corp,FS,FSKR,,,,,,False,False,
1422183,FSK,NYSE,,,FS KKR Capital Corp,FS Investment CORP; Franklin Square Investment CORP,2020-11-24,425,23,2021-05-24,2021-05-21,True,False,False,"FSKR, pursuant to that certain Agreement and Plan of Merger",FSK,FSK,,,,,,False,False,
1841925,INDI,Nasdaq,3674,Semiconductors & Related Devices,"indie Semiconductor, Inc.","Thunder Bridge II Surviving Pubco, Inc.",2021-02-24,425,0,,,True,False,True,,,INDI,9877106.0,,,10.13,super8k,True,True,
1774675,SKIL,NYSE,7372,Services-Prepackaged Software,Skillsoft Corp.,Churchill Capital Corp II,2020-10-13,425,1,2021-06-16,2021-06-10,True,False,True,,CCX,SKIL,34690979.0,,,10.1,super8k,True,True,
1820630,,,3711,Motor Vehicles & Passenger Car Bodies,Proterra Inc,ArcLight Clean Transition Corp.,2021-01-12,425,1,2021-06-11,2021-06-11,True,False,True,New Proterra,ACTC,PTRA,15172.0,,,18.0,super8k,True,True,
1804591,,,2834,Pharmaceutical Preparations,Chrome Holding Co.,23andMe Holding Co.; VG Acquisition Corp.; Bleecker Street Acquisition Corp.,2021-02-04,425,1,2021-06-11,2021-06-10,True,False,True,,VGAC,ME,16667061.0,,,,super8k,False,True,
1779474,MAPS,OTC,7372,Services-Prepackaged Software,"WM TECHNOLOGY, INC.",Silver Spike Acquisition Corp.,2020-12-10,425,2,2021-06-11,2021-06-10,True,False,True,"Merger, dated December 10, 2020",SSPK,,11437.0,,,10.17,super8k,False,True,
1803901,"TALK,TALKW","Nasdaq,Nasdaq",8000,Services-Health Services,"Talkspace, Inc.",Hudson Executive Investment Corp.,2021-01-13,425,1,2021-06-17,2021-06-17,True,False,True,HEC,HEC,TALK,25968043.0,,,,super8k,True,True,
1815849,,,8050,Services-Nursing & Personal Care Facilities,"ATI Physical Therapy, Inc.",Fortress Value Acquisition Corp. II,2021-03-12,PREM14A,1,2021-06-16,2021-06-15,False,False,True,"Merger, dated as of February 21, 2021",FAII,ATIP,8990000.0,,26.0,11.5,vote8k,False,True,26.0
1723648,,,7374,Services-Computer Processing & Data Preparation,"LiveVox Holdings, Inc.",Crescent Acquisition Corp; Crescent Funding Inc.,2020-07-16,PREM14A,3,2021-06-17,2021-06-16,False,False,True,"Merger, dated January 13, 2021",CRSA,LVOX,15321467.0,,,10.14,super8k,True,True,
1832459,,,6770,Blank Checks,Thoma Bravo Advantage,,2021-03-22,425,1,2021-06-22,2021-06-22,True,True,False,,TBA,TBA,18254045.0,,,,vote8k,True,True,
1431959,,,3674,Semiconductors & Related Devices,META MATERIALS INC.,"TORCHLIGHT ENERGY RESOURCES INC; Pole Perfect Studios, Inc.",2020-11-02,425,10,2021-06-16,2021-06-11,True,False,True,,TRCH,MMAT,,,,,,False,False,
1784168,,,3711,Motor Vehicles & Passenger Car Bodies,"Electric Last Mile Solutions, Inc.",Forum Merger III Corp,2021-02-16,PREM14A,1,2021-06-25,2021-06-24,False,False,True,,FIII,ELMS,11077058.0,,,10.0,super8k,True,True,
1777835,PWP,Nasdaq,6199,Finance Services,Perella Weinberg Partners,FinTech Acquisition Corp. IV,2021-02-05,PREM14A,1,2021-06-23,2021-06-22,False,False,True,,FTIV,PWP,,,,10.0,,True,True,
1826889,"BODI,BODYW","Nasdaq,OTC",5960,Retail-Nonstore Retailers,"Beachbody Company, Inc.",Forest Road Acquisition Corp.,2021-02-10,425,1,2021-06-25,2021-06-24,True,False,True,"The Beachbody Company Group, LLC",FRX,BODY,8383485.0,,,10.0,super8k,True,True,
1802457,ORGN,Nasdaq,2860,Industrial Organic Chemicals,"Origin Materials, Inc.","Origin Materials, Inc.; Artius Acquisition Inc.",2021-02-17,425,1,2021-06-23,2021-06-23,True,False,True,,AACQ,ORGN,43880780.0,,,10.004,super8k,True,True,
1811764,,,2834,Pharmaceutical Preparations,POINT Biopharma Global Inc.,Therapeutics Acquisition Corp.,2021-03-15,425,1,2021-06-30,2021-06-29,True,False,True,"March 15, 2021",RACA,PNT,1394131.0,,,,super8k,False,True,
719402,FXNC,Nasdaq,6022,State Commercial Banks,FIRST NATIONAL CORP /VA/,,2021-02-18,425,14,2021-06-22,2021-06-16,True,False,False,The Bank of Fincastle,FXNC,FXNC,,,,,,False,False,
1845815,PAYO,Nasdaq,7389,"Services-Business Services, NEC",Payoneer Global Inc.,"New Starship Parent, Inc.",2021-02-18,425,0,,,True,False,True,,,PAYO,18033066.0,,,10.0,super8k,True,True,
1814329,,,4700,Transportation Services,"Astra Space, Inc.",Holicity Inc.,2021-02-02,425,1,2021-06-30,2021-06-30,True,False,True,"Merger dated as of February 2, 2021",HOL,ASTR,10981.0,,,10.0,super8k,False,True,
1601669,,,6331,"Fire, Marine & Casualty Insurance",Watford Holdings Ltd.,,2021-01-04,PREM14A,3,2021-04-01,2021-03-30,False,False,False,Greysbridge Ltd,WTRE,WTRE,,,,,,False,False,
1821160,,,6162,Mortgage Bankers & Loan Correspondents,Guild Holdings Co,,,,1,2021-05-10,2021-05-06,False,False,False,,GHLD,GHLD,,,,,,False,False,
1777921,AVPT,Nasdaq,7372,Services-Prepackaged Software,"AvePoint, Inc.",Apex Technology Acquisition Corp,2020-11-23,425,2,2021-07-01,2021-06-30,True,False,True,Merger Sub 1 with and into Legacy AvePoint,APXT,AVPT,17458.0,,,,super8k,False,True,
1716947,"ENSC,ENSCW","Nasdaq,OTC",2834,Pharmaceutical Preparations,"Ensysce Biosciences, Inc.",Leisure Acquisition Corp.,2019-12-30,425,7,2021-06-30,2021-06-29,True,False,True,,ENSC,ENSC,5748902.0,,,,vote8k,True,True,
1821159,"EVGO,EVGOW","Nasdaq,Nasdaq",7500,"Services-Automotive Repair, Services & Parking",EVgo Inc.,EVgo Inc; Climate Change Crisis Real Impact I Acquisition Corp,2021-02-12,PREM14A,1,2021-06-29,2021-06-29,False,False,True,,CLII,EVGO,13230.0,,,10.0,super8k,True,True,
1816233,,,8000,Services-Health Services,"Sharecare, Inc.",Falcon Capital Acquisition Corp.,2021-02-12,425,1,2021-06-29,2021-06-29,True,False,True,"Merger, dated February 12, 2021",FCAC,SHCR,19864030.0,,,10.0,super8k,False,True,
1809104,ALIT,NYSE,7389,"Services-Business Services, NEC","Alight, Inc. / Delaware","Alight Group, Inc.; Foley Trasimene Acquisition Corp.",2021-01-25,425,1,2021-06-30,2021-06-30,True,True,True,Alight,WPF,WPF,,,,,,False,True,
1844224,,,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",FREYR Battery,,2021-03-26,S-4,0,,,False,False,False,,,FREY,18439168.0,,,10.08,super8k,False,False,
1821850,,,6199,Finance Services,Sunlight Financial Holdings Inc.,Spartan Acquisition Corp. II,2021-01-25,425,1,2021-07-09,2021-07-09,True,False,True,,SPRQ,SUNL,19227063.0,,25.0,10.0,super8k,True,True,25.0
1679049,INSW,NYSE,4400,Water Transportation,"International Seaways, Inc.","OSG International, INC",2021-03-31,425,7,2021-07-13,2021-07-13,True,False,False,,INSW,INSW,,,,,,False,False,
1828318,ENVX,Nasdaq,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",Enovix Corp,Rodgers Silicon Valley Acquisition Corp,2021-02-22,425,1,2021-07-16,2021-07-12,True,False,True,Legacy Enovix surviving as,RSVA,ENVX,,,,,,False,True,
1819516,"UP,WSUPW","NYSE,OTC",4522,"Air Transportation, Nonscheduled",Wheels Up Experience Inc.,Aspirational Consumer Lifestyle Corp.,2021-02-01,425,1,2021-07-12,2021-07-12,True,False,True,Aspirational,ASPL,UP,13366429.0,,2.0,,vote8k,True,True,2.0
1822492,HLMN,Nasdaq,3420,"Cutlery, Handtools & General Hardware",Hillman Solutions Corp.,"Landcadia Holdings III, Inc.",2021-01-25,425,1,2021-07-13,2021-07-13,True,False,True,"Merger, dated as of January 24, 2021",LCY,HLMN,,,11.6,,super8k,False,True,11.6
1816613,,,3577,"Computer Peripheral Equipment, NEC",Markforged Holding Corp,one,2021-02-24,425,1,2021-07-15,2021-07-13,True,False,True,,AONE,MKFG,6418667.0,,,10.005,super8k,True,True,
1816708,OWLT,NYSE,3829,"Measuring & Controlling Devices, NEC","Owlet, Inc.",Sandbridge Acquisition Corp,2021-02-16,425,1,2021-07-14,2021-07-14,True,False,True,"Project Olympus Merger Sub, Inc",SBG,OWLT,19758773.0,,,10.0,super8k,True,True,
1822928,"HLLY,HLLY-WT","NYSE,NYSE",3714,Motor Vehicle Parts & Accessories,Holley Inc.,Empower Ltd.,2021-03-12,425,1,2021-07-16,2021-07-14,True,False,True,"Merger dated March 11, 2021",EMPW,HLLY,,,50.0,18.0,super8k,False,True,50.0
1716583,,,3620,Electrical Industrial Apparatus,Hyzon Motors Inc.,Decarbonization Plus Acquisition Corp; Decarbonization Plus Acquistion Corp,2021-03-17,PREM14A,1,2021-07-15,2021-07-15,False,False,True,"Reorganization, dated as of February 8, 2021",DCRB,HYZN,2089323.0,,,10.0,super8k,True,True,
1805385,"EVLV,EVLVW","Nasdaq,Nasdaq",3577,"Computer Peripheral Equipment, NEC","Evolv Technologies Holdings, Inc.",NewHold Investment Corp.,2021-03-08,425,1,2021-07-21,2021-07-15,True,False,True,NHIC,NHIC,EVLV,8755987.0,85033803.0,,10.0,super8k,True,True,9.3
1805521,"FFAI,FFAIW","Nasdaq,Nasdaq",3711,Motor Vehicles & Passenger Car Bodies,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,Property Solutions Acquisition Corp.,2021-01-28,425,1,2021-07-20,2021-07-20,True,False,True,"Merger, dated as of January 27, 2021",PSAC,FFIE,20600.0,,,10.0,super8k,True,True,
1752828,"CELU,CELUW","Nasdaq,Nasdaq",2834,Pharmaceutical Preparations,Celularity Inc,GX Acquisition Corp.,2021-01-08,425,3,2021-07-15,2021-07-14,True,False,True,"Reorganization, dated January 8, 2021",GXGX,,,,,10.2,,True,True,
1818502,"OPFI,OPFI-WT","NYSE,NYSE",6199,Finance Services,OppFi Inc.,FG New America Acquisition Corp.,2021-03-18,PREM14A,1,2021-07-21,2021-07-16,False,False,True,,FGNA,OPFI,14822435.0,91646050.0,5.0,,super8k,True,True,5.0
1691936,,,2000,Food and Kindred Products,"STRYVE FOODS, INC.",Andina Acquisition Corp. III,2021-02-03,425,4,2021-07-20,2021-07-19,True,False,True,,ANDA,SNAX,756896.0,,,10.24,super8k,False,True,
1705012,"FATAQ,FABTQ,FATPQ","OTC,OTC,OTC",5812,Retail-Eating  Places,"Fat Brands, Inc",,,,3,2020-12-14,2020-12-10,False,False,False,,FAT,FAT,,,,,,False,False,
1811210,LCID,Nasdaq,3711,Motor Vehicles & Passenger Car Bodies,"Lucid Group, Inc.",Churchill Capital Corp IV; Annetta Acquisition Corp,2021-02-23,425,1,2021-07-26,2021-07-22,True,False,True,,CCIV,LCID,21644.0,,,10.0,super8k,True,True,
1824734,,,3569,"General Industrial Machinery & Equipment, NEC","Berkshire Grey, Inc.",Revolution Acceleration Acquisition Corp; Acceleration Acquisition Corp,2021-02-24,425,1,2021-07-20,2021-07-20,True,False,True,Merger,RAAC,,23251823.0,54989588.0,,10.0,super8k,True,True,29.7
1819394,,,7372,Services-Prepackaged Software,"Matterport, Inc./DE","Gores Holdings VI, Inc.",2021-02-08,425,1,2021-07-23,2021-07-20,True,False,True,"Merger, dated February 7, 2021",GHVI,MTTR,93917.0,,,10.0009,super8k,True,True,
1818331,"WGS,WGSWW","Nasdaq,Nasdaq",8000,Services-Health Services,GeneDx Holdings Corp.,"Sema4 Holdings Corp.; CM Life Sciences, Inc.",2021-05-05,425,1,2021-07-22,2021-07-21,True,False,True,,CMLF,SMFR,10188.0,442686205.0,,10.0,super8k,True,True,0.0
1760689,"MVST,MVSTW","Nasdaq,Nasdaq",3690,"Miscellaneous Electrical Machinery, Equipment & Supplies","Microvast Holdings, Inc.",Tuscan Holdings Corp.,2021-02-16,PREM14A,4,2021-07-21,2021-07-21,False,False,True,,THCB,MVST,80234.0,,,11.5,super8k,True,True,
1805651,MKTW,Nasdaq,7372,Services-Prepackaged Software,"MARKETWISE, INC.",Ascendant Digital Acquisition Corp.,2021-03-02,425,1,2021-07-21,2021-07-20,True,False,True,,ACND,MKTW,,,,,,True,True,
1318641,,,2834,Pharmaceutical Preparations,"Statera Biopharma, Inc.","Cytocom, Inc.; CLEVELAND BIOLABS INC",2020-10-19,425,13,2021-07-06,2021-07-05,True,False,True,Merger,CBLI,CBLI,,,,,,False,False,
1824403,"RSVR,RSVRW","Nasdaq,Nasdaq",7900,Services-Amusement & Recreation Services,"Reservoir Media, Inc.",Roth CH Acquisition II Co,2021-05-14,PREM14A,1,2021-07-27,2021-07-27,False,False,True,"April 14, 2021",ROCC,RSVR,10295452.0,,,,vote8k,False,True,
876883,STGW,Nasdaq,7311,Services-Advertising Agencies,Stagwell Inc,MDC Stagwell Holdings Inc; MDC PARTNERS INC; MDC CORP INC; MDC COMMUNICATIONS CORP,2020-08-31,425,14,2021-07-27,2021-07-26,True,False,True,MDC Partners Inc,,,,,7.5,,vote8k,False,True,7.5
1695295,HYFM,Nasdaq,5190,Wholesale-Miscellaneous Nondurable Goods,"HYDROFARM HOLDINGS GROUP, INC.",Innovation Acquisition One Corp,,,1,2021-06-09,2021-06-08,False,False,False,,,,,,,,,False,False,
1722438,,,6361,Title Insurance,"Doma Holdings, Inc.",Capitol Investment Corp. V,2021-03-03,425,1,2021-07-28,2021-07-27,True,False,True,"March 2, 2021 and amended on March 18, 2021",CAP,DOMA,29484128.0,,,10.0,super8k,True,True,
828916,,,6798,Real Estate Investment Trusts,WEINGARTEN REALTY INVESTORS /TX/,,2021-04-15,425,14,2021-08-04,2021-08-03,True,False,False,Kimco Realty Corporation,WRI,WRI,,,,,,False,False,
1794905,,,7370,"Services-Computer Programming, Data Processing, Etc.","Cyxtera Technologies, Inc.",STARBOARD VALUE ACQUISITION CORP.,2021-05-13,PREM14A,1,2021-07-29,2021-07-28,False,False,True,Merger Sub 2 surviving such merger as,SVAC,CYXT,26176891.0,,,10.0,super8k,True,True,
879101,"KIM,KIM-PL,KIM-PM,KIM-PN","NYSE,NYSE,NYSE,NYSE",6798,Real Estate Investment Trusts,KIMCO REALTY CORP,,2021-04-15,425,13,2021-08-04,2021-08-03,True,False,False,,KIM,KIM,,,,,,False,False,
1634038,,,6331,"Fire, Marine & Casualty Insurance","ProSight Global, Inc.",,,,2,2021-01-19,2021-01-14,False,False,False,"Pedal Merger Sub, Inc",PROS,PROS,,,,,,False,False,
857737,,,3140,"Footwear, (No Rubber)","ICONIX BRAND GROUP, INC.",CANDIES INC,1998-05-14,S-4,13,2020-06-19,2020-06-16,False,False,False,Iconix Merger Sub Inc,ICON,ICON,,,5.75,,super8k,False,False,5.75
1826018,,,7200,Services-Personal Services,"ROVER GROUP, INC.",Nebula Caravel Acquisition Corp.,2021-02-11,425,1,2021-07-29,2021-07-28,True,False,True,Legacy Rover surviving as the surviving company and as,NEBC,ROVR,14677808.0,,,10.0,super8k,False,True,
1818201,CCC,Nasdaq,7372,Services-Prepackaged Software,CCC Intelligent Solutions Holdings Inc.,Dragoneer Growth Opportunities Corp.,2021-02-03,425,1,2021-07-29,2021-07-29,True,False,True,"February 2, 2021",DGNR,CCCS,21009998.0,,,10.0,super8k,False,True,
1828105,HIPO,NYSE,6331,"Fire, Marine & Casualty Insurance",Hippo Holdings Inc.,Reinvent Technology Partners Z; Reinvent Technology Partners B,2021-03-04,425,1,2021-07-30,2021-07-29,True,False,True,Hippo surviving as,RTPZ,HIPO,19261380.0,,89.5,,super8k,False,True,89.5
1857044,INDP,Nasdaq,2834,Pharmaceutical Preparations,"Indaptus Therapeutics, Inc.",Intec Parent Inc.,2021-06-22,425,0,,,True,False,True,"Decoy Biosystems, Inc",NTEC,INDP,,,,,,False,False,
1102432,,,1311,Crude Petroleum & Natural Gas,"VIKING ENERGY GROUP, INC.","VIKING INVESTMENTS GROUP, INC.; SinoCubate, Inc; Synthenol Inc; LegalPlay Entertainment Inc; POKER COM INC",2020-01-24,425,0,,,True,False,False,,,,,,,,,False,False,
1144546,,,4813,Telephone Communications (No Radiotelephone),"HFactor, Inc.","FICAAR, INC; OWNERTEL INC",,,0,,,False,False,True,Target Stock,FCAA,FCAA,,,,,,False,False,
1003201,,,6500,Real Estate,"MMA Capital Holdings, LLC","MMA Capital Holdings, Inc.; MMA CAPITAL MANAGEMENT, LLC; MUNICIPAL MORTGAGE & EQUITY LLC",2021-07-02,PREM14A,12,2021-08-10,2021-08-10,False,False,True,State of the State of Delaware,MMAC,MMAC,,,,,,False,False,
1816048,,,6770,Blank Checks,Otonomo Merger US Inc.,Software Acquisition Group Inc. II,2021-02-01,425,1,2021-08-12,2021-08-12,True,True,True,Otonomo Technologies Ltd,SAII,SAII,5986205.0,,73.9,,super8k,True,True,73.9
1819133,TNGX,Nasdaq,2834,Pharmaceutical Preparations,"Tango Therapeutics, Inc.",BCTG Acquisition Corp.,2021-04-14,425,1,2021-08-13,2021-08-10,True,False,True,"Merger, dated as of April 13, 2021",BCTG,TNGX,1106814.0,,,10.0,super8k,False,True,
1788841,"MCOM,MCOMW","OTC,OTC",7389,"Services-Business Services, NEC",micromobility.com Inc.,"Helbiz, Inc.; GreenVision Acquisition Corp.",2020-09-02,PREM14A,2,2021-08-13,2021-08-11,False,False,True,State of the State of Delaware,GRNV,HLBZ,1615502.0,,,,super8k,False,True,
1819848,"JOBY,JOBY-WT","NYSE,NYSE",3721,Aircraft,"Joby Aviation, Inc.",Reinvent Technology Partners,2021-02-24,425,1,2021-08-06,2021-08-05,True,False,True,,RTP,JOBY,42416710.0,,,,super8k,False,True,
1852117,,,3674,Semiconductors & Related Devices,Rockley Photonics Holdings Ltd,,2021-03-19,425,0,,,True,False,False,"Merger, dated March 19, 2021",,RKLY,7517365.0,,,10.12,super8k,True,True,
1824893,"SRZN,SRZNW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)","Surrozen, Inc./DE",Consonance-HFW Acquisition Corp.,2021-04-15,425,1,2021-08-10,2021-08-10,True,False,True,,CHFW,SRZN,6754242.0,,,10.0,super8k,True,True,
1781162,"MNTS,MNTSW","Nasdaq,Nasdaq",3760,Guided Missiles & Space Vehicles & Parts,Momentus Inc.,Stable Road Acquisition Corp.,2020-10-07,425,3,2021-08-11,2021-08-11,True,False,True,"Merger, dated October 7, 2020",SRAC,MNTS,3535081.0,,,10.02,super8k,True,True,
1515139,WAST,OTC,7389,"Services-Business Services, NEC",WASTE ENERGY CORP.,"METAWORKS PLATFORMS, INC.; CurrencyWorks Inc.; ICOX INNOVATIONS INC.; AppCoin Innovations Inc.; RedStone Literary Agents, Inc.",,,3,2021-06-03,2021-05-27,False,False,True,,,,,,,,,False,False,
1823882,,,3663,Radio & Tv Broadcasting & Communications Equipment,Airspan Networks Holdings Inc.,New Beginnings Acquisition Corp.,2021-03-08,425,1,2021-08-11,2021-08-11,True,False,True,New Beginnings,NBA,MIMO,9997049.0,,,10.1,super8k,True,True,
1816017,SPIR,NYSE,4899,"Communications Services, NEC","Spire Global, Inc.","NavSight Holdings, Inc.",2021-03-01,425,1,2021-08-13,2021-08-13,True,False,True,"February 28, 2021",NSH,SPIR,21020485.0,,,10.0,super8k,False,True,
1820143,,,6770,Blank Checks,RMG Acquisition Corp. II,,2021-02-24,425,2,2021-08-16,2021-08-16,True,True,False,,RMGB,RMGB,23613034.0,,,,vote8k,True,True,
1818644,"LIDR,LIDRW","Nasdaq,Nasdaq",3714,Motor Vehicle Parts & Accessories,"AEye, Inc.",CF Finance Acquisition Corp. III,2021-02-17,425,1,2021-08-16,2021-08-12,True,False,True,"February 17, 2021",CFAC,LIDR,19355365.0,,15.2,10.1,super8k,True,True,15.2
1819493,"XOS,XOSWW","Nasdaq,Nasdaq",3714,Motor Vehicle Parts & Accessories,"Xos, Inc.",NextGen Acquisition Corp,2021-02-22,425,1,2021-08-18,2021-08-18,True,False,True,,NGAC,,,,,,,True,True,
1790625,,,8742,Services-Management Consulting Services,"AgileThought, Inc.",LIV Capital Acquisition Corp.,2021-05-10,425,1,2021-08-18,2021-08-18,True,False,True,"Merger, dated May 9, 2021",LIVK,,7479065.0,,,10.07,super8k,False,True,
1422142,WHWK,Nasdaq,2834,Pharmaceutical Preparations,"Whitehawk Therapeutics, Inc.","Aadi Bioscience, Inc.; Aerpio Pharmaceuticals, Inc.; ZETA ACQUISITION CORP II",2021-06-21,PREM14A,6,2021-08-18,2021-08-17,False,False,True,"Aadi Subsidiary, Inc",ARPO,AADI,,,,,,False,False,
1444192,GRCE,Nasdaq,2834,Pharmaceutical Preparations,"Grace Therapeutics, Inc.",Acasti Pharma Inc.,2021-05-07,425,2,2021-08-27,2021-08-26,True,False,False,Grace Therapeutics Inc,ACST,ACST,,,,,,False,False,
1818382,"HUMA,HUMAW","Nasdaq,Nasdaq",2836,"Biological Products, (No Diagnostic Substances)","Humacyte, Inc.",Alpha Healthcare Acquisition Corp.,2021-02-17,425,1,2021-08-25,2021-08-24,True,False,True,"February 17, 2021",AHAC,HUMA,,,,,,False,True,
1837014,SMRT,NYSE,7373,Services-Computer Integrated Systems Design,"SmartRent, Inc.",Fifth Wall Acquisition Corp. I,2021-04-22,425,1,2021-08-24,2021-08-23,True,False,True,,FWAA,SMRT,,,,10.0,,True,True,
1819989,CIFR,Nasdaq,6199,Finance Services,Cipher Digital Inc.,Cipher Mining Inc.; GOOD WORKS ACQUISITION CORP.,2021-03-05,425,1,2021-08-25,2021-08-25,True,False,True,,GWAC,CIFR,12654381.0,,,10.0,super8k,False,True,
1819994,RKLB,Nasdaq,3760,Guided Missiles & Space Vehicles & Parts,Rocket Lab Corp,"Rocket Lab USA, Inc.; Vector Acquisition Corp",2021-03-01,425,2,2021-08-31,2021-08-25,True,False,True,"Rocket Lab, and in connection therewith",VACQ,RKLB,968617.0,,,,super8k,False,True,
1828522,,,2834,Pharmaceutical Preparations,"eFFECTOR Therapeutics, Inc.",Locust Walk Acquisition Corp.,2021-05-27,425,1,2021-08-24,2021-08-24,True,False,True,,LWAC,EFTR,16978642.0,,,10.0,super8k,True,True,
1777946,,,7372,Services-Prepackaged Software,"IronNet, Inc.",LGL Systems Acquisition Corp.; MTRON Systems Acquisition Corp.,2021-03-15,425,1,2021-08-27,2021-08-26,True,False,True,Merger Sub with and into Legacy IronNet,DFNS,IRNT,15976396.0,,,,super8k,False,True,
1819584,,,3790,Miscellaneous Transportation Equipment,Volta Inc.,Tortoise Acquisition Corp. II,2021-02-08,425,1,2021-08-25,2021-08-25,True,True,True,Class A Common Stock,,WS,24222287.0,,9.8,10.0,super8k,True,True,9.8
1825024,"OPAD,OPADW","NYSE,OTC",6531,Real Estate Agents & Managers (For Others),Offerpad Solutions Inc.,"Supernova Partners Acquisition Company, Inc.",2021-03-18,425,1,2021-08-31,2021-08-31,True,False,True,"Orchids Merger Sub, Inc",SPNV,OPAD,36862087.0,,,10.0,super8k,True,True,
1596961,RDNW,Nasdaq,7371,Services-Computer Programming Services,"RideNow Group, Inc.","RumbleON, Inc.; RumbleOn, Inc.; Smart Server, Inc",2021-06-21,PREM14A,5,2021-07-30,2021-07-30,False,False,False,,RMBL,RMBL,,,,,,False,False,
1837412,,,8731,Services-Commercial Physical & Biological Research,"SomaLogic, Inc.",CM Life Sciences II Inc.,2021-03-29,425,1,2021-09-01,2021-08-31,True,False,True,,CMII,SLGC,809850.0,,,10.0,super8k,True,True,
1799850,,,2836,"Biological Products, (No Diagnostic Substances)","Renovacor, Inc.",Chardan Healthcare Acquisition 2 Corp.; Chardan Healthcare Acquisition III Corp.,2021-08-03,425,1,2021-09-02,2021-09-01,True,False,True,"Merger, dated March 22, 2021",CHAQ,RCOR,2112100.0,,,10.0,vote8k,False,True,
1342958,KUST,Nasdaq,3663,Radio & Tv Broadcasting & Communications Equipment,"KUSTOM ENTERTAINMENT, INC.","DIGITAL ALLY, INC.; DIGITAL ALLY INC",,,17,2021-07-09,2021-07-09,False,False,False,,DGLY,DGLY,,,,,,False,False,
895665,,,8050,Services-Nursing & Personal Care Facilities,"Clearday, Inc.",SUPERCONDUCTOR TECHNOLOGIES INC,2020-03-03,425,18,2021-08-13,2021-08-12,True,False,True,"Allied Integral United, Inc",SCON,OTCQB,,,,,,False,False,
1819810,RDW,NYSE,3760,Guided Missiles & Space Vehicles & Parts,Redwire Corp,Genesis Park Acquisition Corp.,2021-03-25,425,1,2021-09-01,2021-09-01,True,False,True,,GNPK,RDW,,,,,,True,True,
1817944,,,2836,"Biological Products, (No Diagnostic Substances)","Clarus Therapeutics Holdings, Inc.",Blue Water Acquisition Corp.,2021-04-27,425,1,2021-08-27,2021-08-27,True,False,True,"Merger, dated April 27, 2021",BLUW,CRXT,,,,,,True,True,
1753539,"BKSY,BKSY-WT","NYSE,NYSE",3663,Radio & Tv Broadcasting & Communications Equipment,BlackSky Technology Inc.,Osprey Technology Acquisition Corp.; Osprey Energy Acquisition Corp. II,2021-02-18,425,1,2021-09-08,2021-09-08,True,False,True,"Merger, dated February 17, 2021",SFTW,BKSY,21375376.0,,,10.05,super8k,True,True,
1798562,"TMC,TMCWW","Nasdaq,Nasdaq",1000,Metal Mining,TMC the metals Co Inc.,Sustainable Opportunities Acquisition Corp.,2021-03-04,425,1,2021-09-07,2021-09-03,True,False,True,"March 4, 2021",SOAC,TMC,27278657.0,,,11.5,near8k,False,True,
1844971,"GREE,GREEL","Nasdaq,Nasdaq",6199,Finance Services,Greenidge Generation Holdings Inc.,,2021-03-22,425,0,,,True,False,False,,,GREE,,,,,,False,False,
887919,,,6022,State Commercial Banks,PREMIER FINANCIAL BANCORP INC,,1997-08-04,S-4,14,2021-07-01,2021-07-01,False,False,False,"Premier Financial Bancorp, Inc",PFBI,PFBI,,,,,,False,False,
1830214,"DNA,DNABW","NYSE,OTC",2836,"Biological Products, (No Diagnostic Substances)","Ginkgo Bioworks Holdings, Inc.",Soaring Eagle Acquisition Corp.; Spinning Eagle Acquisition Corp.,2021-05-11,425,1,2021-09-14,2021-09-14,True,False,True,"May 11, 2021, and amended on May 14, 2021",SRNG,DNA,,,,,,False,True,
1823766,,,4932,Gas & Other Services Combined,Archaea Energy Inc.,Rice Acquisition Corp.,2021-05-14,PREM14A,1,2021-09-09,2021-09-09,False,False,True,,RICE,LFG,46972.0,,,11.5,vote8k,False,True,
