ticker,date,top_bucket,t_top,has_series,open_iv,prior_close_iv,iv_gap_open,n_controls,ctrl_gap_mean,ctrl_gap_std,iv_gap_z,open_iv_pctile,iv_runup_chg,iv_ramp_slope,iv_ramp_final2d,iv_ramp_final2d_pctile,iv_lead,iv_lead_pre,t_vel_zero_cross,accel_sign_pre,iv_base,iv_at_top,iv_runup_slope,iv_divergence,win_bars,rvol_score,atr_pct,atr_pct_move,gap_pct,consecutive_up_days,uvxy_close,pct_change_3,pct_change_15,pct_from_20mav,day_of_range_pct,percent_of_premarket_vol,vol_ratio_5min_to_pm,spy_5day_return,gap_from_pm_high,reversal_duration,reversal_open_low_pct,reversal_open_close_pct,setup,trade_grade,cap
AI,2023-06-16,open30,2023-06-16 09:36:00-04:00,True,1.4635966,1.2468,0.17388241899262113,8.0,0.05402571310550403,0.0853234263500724,1.4047338581476858,100.0,-0.0013216388321519723,0.0007850656884608746,0.009146094698502472,60.0,,,,,,,,,34.0,0.992795897,0.098,0.0392,0.043993962,1,562.5,0.122941313,0.703977473,0.366626598,1.062356238,0.060130462,1.149602747,0.029541754,-0.006974359,0 days 01:31:00,-0.102871308,-0.080975005,2DBreakoutIB,B,Medium
TSLA,2023-06-21,premarket,2023-06-21 04:51:00-04:00,True,0.65370074,0.6007,0.08823162976527388,8.0,0.058924448335001656,0.06967857982820337,0.4206053209254666,100.0,0.11117277099519063,0.005036879999278382,0.07248705588287807,100.0,,,,,,,,,,1.314983543,0.0344,0.1726,0.002477683,2,535.0,0.075146542,0.36771724,0.222557665,1.719239837,0.050566726,1.057296032,0.001190858,-0.015635063,0 days 03:08:00,-0.063061098,-0.056954894,2DGapFade,A,Large
JOBY,2023-06-29,open30,2023-06-29 09:56:00-04:00,True,1.3081787999999999,1.0906,0.19950375939849607,8.0,0.04212732847555093,0.07251741655699445,2.170188051297394,100.0,0.5819553234696837,0.05030839570605362,0.5650426921145153,100.0,5.0,0.0,,-0.0004934520191502041,1.3608515533333332,1.5851848,0.13619010871677223,False,53.0,7.275587282,0.0431,0.0783,0.199776786,3,460.0,0.695583596,0.692913386,0.707525656,3.782666655,0.676869593,0.817058699,-0.000274908,-0.028906956,0 days 04:08:00,-0.109767442,-0.071627907,2DGapFade,A,Medium
RIVN,2023-07-10,post10,2023-07-10 11:38:00-04:00,True,1.098884625,1.03315,0.06362544161060835,8.0,0.07643446107410914,0.09459278873238668,-0.13541221942128076,100.0,0.44385437775138015,0.04309153527600236,0.3175412867436078,100.0,-35.0,-35.0,-45.0,-0.0009914442517274316,1.1023018951612904,1.1408225,-0.0017370784376095525,True,91.0,2.608041295,0.0535,0.1527,0.033198381,7,506.5,0.249143417,0.674540682,0.600601504,1.874925414,0.15828233,1.07710486,0.003537924,-0.01764921,0 days 0:025:00,-0.076018809,-0.00039185,2DGapFade,B,Medium
COIN,2023-07-12,premarket,2023-07-12 08:02:00-04:00,True,0.9326071428571427,0.8991,0.03726742615631484,8.0,0.09843356036322885,0.07098112305640451,-0.8617239566399773,100.0,0.18857822724568707,0.019131635293251365,0.20272891445388264,100.0,,,,,,,,,,0.931780053,0.0562,0.1064,-0.001682557,3,479.0,0.130589431,0.558942021,0.301945537,0.810059511,0.071443099,1.018827091,-0.001511972,-0.021978022,0 days 02:12:00,-0.051123596,-0.034269663,2DGapFade,B,Medium
MARA,2023-07-14,open30,2023-07-14 09:37:00-04:00,True,1.3121825,1.2225,0.07335991820040899,8.0,0.0663812996453413,0.11921413091176035,0.058538518057335925,100.0,0.25842812290905326,0.018400613150936978,0.18666278392545133,100.0,,,,,,,,,35.0,0.938954232,0.0654,0.1569,-0.00880829,1,441.75,0.100057504,0.617075232,0.398515287,1.27881549,0.030145089,1.704785094,0.025105461,-0.016957862,0 days 04:58:00,-0.065865133,-0.05541035,2DGapFade,B,Medium
RIOT,2023-07-14,premarket,2023-07-14 08:04:00-04:00,True,1.4393924999999999,1.3148,0.09476156069364161,8.0,0.08838828268507457,0.09130383168604171,0.06980296325878485,100.0,0.6847770374167095,0.06495950229605786,0.16189466242488493,40.0,,,,,,,,,,1.352087511,0.0628,0.1179,-0.001971414,5,441.75,0.15648201,0.801601423,0.524153965,1.280772356,0.047708299,1.33610907,0.025105461,-0.036631779,0 days 04:27:00,-0.07308642,-0.055802469,2DGapFade,B,Medium
NKLA,2023-07-14,open30,2023-07-14 09:39:00-04:00,True,3.580608,2.2562,0.5870082439500042,8.0,0.0015844219998102055,0.08864778645550604,6.603930513753199,100.0,-0.03184002746309633,-0.03288055708000146,0.5427008547008549,100.0,,,,,,,,,37.0,3.793045052,0.0926,0.1953,0.231981982,1,441.75,0.939716312,0.981884058,1.087387228,3.584,0.44365587,0.548661171,0.025105461,-0.033568905,0 days 03:54:00,-0.272394881,-0.177330896,2DGapFade,A,Small
BITO,2023-12-29,open30,2023-12-29 09:43:00-05:00,True,0.5772541666666666,0.5726,0.008128129002212159,8.0,0.020533897994925967,0.05900236459839371,-0.21025884432183492,100.0,0.0729879134264031,0.011575821631687537,0.01524822695035466,40.0,-9.0,-9.0,-8.0,-0.018280290575709693,0.5800108055555555,0.5713059999999999,-0.5020671825630575,True,41.0,1.795388144,0.037,0.000373342,0.006724304,0,210.25,0.015012107,-0.024208566,0.004140294,1.130659031,0.028911158,1.553735413,0.008440872,-0.004748338,0 days 01:21:00,-0.035305344,-0.022423664,ConsolidationBreakdown,B,ETF
MSTR,2023-12-29,open30,2023-12-29 09:31:00-05:00,True,0.8835791000000001,0.84745,0.04263272169449528,8.0,0.03914142327534479,0.06502881225347297,0.053688485121670515,87.5,0.45397615166852523,0.055615794296260006,0.1533070223189985,60.0,,,,,,,,,29.0,1.334173541,0.0418,0.000839693,0.010406061,0,210.25,0.117471725,0.181652629,0.157188288,1.894936395,0.034642033,1.44387392,0.008440872,0.000578258,0 days 03:11:00,-0.085443741,-0.064030941,PriorDayLowBreak,B,Medium
COIN,2023-12-29,premarket,2023-12-29 08:01:00-05:00,True,0.8608623333333333,0.81195,0.060240573105897255,8.0,0.07578585429610875,0.10241527488567959,-0.15178674477575554,75.0,0.2364093193238921,0.03448321299708944,-0.1009799036704867,0.0,,,,,,,,,,1.391451182,0.0413,0.002114348,-0.001609788,2,210.25,0.081429817,0.366179602,0.208200926,1.620480018,0.032626206,1.477800574,0.008440872,-0.010161196,0 days 01:03:00,-0.080941632,-0.06524777,PriorDayLowBreak,B,Medium
MARA,2023-12-29,open30,2023-12-29 09:44:00-05:00,False,,,,,,,,,,,,,,,,,,,,,,1.917541355,0.0563,0.002548622,0.029882604,0,210.25,0.073813056,0.866537718,0.486659151,2.425860489,0.037031521,1.702670741,0.008440872,-0.008561644,0 days 05:37:00,-0.203799655,-0.188601036,PriorDayLowBreak,B,Medium
AMD,2024-01-18,open30,2024-01-18 09:49:00-05:00,True,0.4619611714285714,0.44755,0.032200137255214756,8.0,0.07854087918036738,0.10463682498557973,-0.44287220996564985,100.0,0.260881814340048,0.02484611908059061,0.39163557213930345,100.0,-5.0,-5.0,,-0.01567585882404358,0.46683772738095236,0.47486374285714283,0.18033967724668373,True,47.0,1.935872592,0.0245,0.002905389,0.0376475,2,217.25,0.13400655,0.158914999,0.158997872,1.621456968,0.073966423,1.195877534,-0.008960047,-0.001981625,0 days 01:12:00,-0.04801444,-0.021239471,1DBreakoutIB,C,Large
AMD,2024-01-25,post10,2024-01-25 11:52:00-05:00,True,0.7902708333333334,0.70575,0.11976030227889956,8.0,0.15805629892818487,0.24037676014815731,-0.15931655217285318,100.0,1.1944962686567164,0.10665933877441003,0.04757310375538082,40.0,30.0,-10.0,,0.041389929157852584,0.7978388032258066,0.8018722,0.005750166797955413,False,91.0,1.517544295,0.040278581,-0.416920778,0.028717258,2,188.0,0.090557736,0.35537984,0.200654477,0.925925086,0.058031132,1.305491488,0.018678251,-0.005260874,0 days 00:15:00,-0.031514094,-0.016792977,2DBreakoutIB,C,Large
NVDA,2024-02-06,premarket,2024-02-06 08:03:00-05:00,True,0.46384464000000003,0.44175,0.05001616298811551,8.0,0.039561631384321165,0.08694801173988254,0.12023888062064693,100.0,0.08113069016152696,-0.0034753079067836538,0.24823396439672218,100.0,,,,,,,,,,1.347495206,0.030884013,-0.664405661,0.00429816,3,186.5,0.104764625,0.234968607,0.159571108,1.639297579,0.073742631,1.024910433,0.003381613,-0.022284005,0 days 02:36:00,-0.047824214,-0.020206807,3DGapFade,B,Large
SMCI,2024-02-06,premarket,2024-02-06 08:03:00-05:00,True,0.9379011899999999,0.8528,0.0997903259849906,8.0,-0.008249010054506734,0.1022891005899395,1.056215524590539,62.5,-0.20179707974541372,-0.0584835388020621,0.19556988644329176,100.0,,,,,,,,,,1.79273341,0.088305931,0.144540058,0.014547373,1,186.5,0.153384747,1.062455947,0.506338259,1.174435751,0.094308525,1.267897663,0.003381613,-0.03544351,0 days 02:13:00,-0.070118871,0.012763744,2DBreakoutIB,D,Medium
NVDA,2024-02-12,post10,2024-02-12 11:39:00-05:00,True,0.7632519666666666,0.3785,1.0165177454865697,8.0,0.037375466266574384,0.08859999531224684,11.051267844532855,100.0,0.015153547002816126,0.014200922587653604,-0.08970658970658973,20.0,30.0,0.0,,0.012487542982394628,0.7860813956989247,0.8218101500000001,0.19259655821960125,False,91.0,1.251279042,0.032463578,-0.164825077,0.006474152,0,176.5,0.035678112,0.217018138,0.174792296,1.433000365,0.038342581,1.630516422,0.008030747,-0.003431709,0 days 00:44:00,-0.018595041,-0.004848485,2DBreakoutIB,C,Large
SMCI,2024-02-12,post10,2024-02-12 11:38:00-05:00,True,1.001362575,0.75495,0.3263958871448438,8.0,0.04884031882073999,0.046950108808530754,5.911712994234264,100.0,0.20416301140441817,0.024676148791412545,-0.0938062657544112,20.0,-32.0,-32.0,,0.0052895422885696625,1.1028940974654378,1.0993783000000001,-0.049565610996280714,True,91.0,1.381033879,0.082378834,0.186070089,0.028434803,4,176.5,0.113721475,0.745231982,0.523401134,1.47777448,0.053748899,1.445098275,0.008030747,-0.002489387,,-0.021370216,0.015328237,2DBreakoutIB,C,Large
SMCI,2024-02-16,premarket,2024-02-16 08:55:00-05:00,True,1.732641125,1.52185,0.13850979071524794,8.0,0.11641972606345274,0.13789317894096323,0.1601969352033918,100.0,0.6965997770345596,0.08945747047250688,0.3678935778167274,60.0,,,,,,,,,,2.349077944,0.083292197,-2.781057199,0.041334661,9,185.75,0.320926354,1.204998418,0.692884942,3.497592182,0.101340246,1.009226589,0.001616121,-0.031944444,0 days 06:09:00,-0.233715925,-0.231640363,3DGapFade,A,Large
NVDA,2024-03-08,post10,2024-03-08 10:31:00-05:00,True,0.666620655,0.5692,0.1711536454673226,8.0,0.050281259623669645,0.07627272593152845,1.5847392939930127,100.0,0.34118755890669195,0.05404976922726304,0.147464973288983,60.0,1.0,0.0,,0.05056783225454087,0.6752343401724138,0.8123196666666667,0.21857570407894472,False,89.0,1.915859822,0.036553959,-2.188219949,0.026642135,6,179.0,0.106717928,0.309393322,0.243215921,2.436007603,0.07978797,0.849685216,0.00382178,-0.007936475,0 days 02:35:00,-0.090730403,-0.079988101,3DGapFade,A,Large
NVAX,2024-06-06,premarket,2024-06-06 05:01:00-04:00,True,1.8845025,1.673,0.1264210998206814,8.0,0.1067175768616001,0.14378564959199228,0.13703400175881403,100.0,0.7786519243036361,0.054238951757780235,0.6322747451095176,100.0,,,,,,,,,,1.212686431,0.138724978,-1.270749898,0.132093467,1,124.8,0.302963776,0.840310078,0.624725069,2.203130906,0.155394356,0.712330142,0.023076482,-0.09389313,0 days 02:47:00,-0.187868576,-0.176284751,2DBreakoutIB,B,Medium
NVDA,2024-06-06,open30,2024-06-06 09:37:00-04:00,True,0.6091354333333334,0.5341,0.1404894838669415,8.0,0.08400647237752237,0.1338949613932635,0.42184568337506445,100.0,0.5995807127882602,0.03672125731691601,0.02445573990601324,40.0,,,,,,,,,35.0,1.432714435,0.032968938,-0.745770348,0.013132963,3,124.8,0.078678261,0.31087393,0.218719765,1.419203283,0.08651621,1.009352074,0.023076482,-0.007075849,0 days 03:13:00,-0.046175674,-0.024587257,2DGapFade,B,Large
NVDA,2024-06-20,premarket,2024-06-20 08:02:00-04:00,True,0.5234173333333333,0.45405,0.15277465771023735,8.0,0.02441857084725298,0.11843287662827423,1.0837876315869297,87.5,-0.18861686919228016,-0.011629302962150749,0.04487400759406279,60.0,,,,,,,,,,1.093764324,0.036764375,-1.754980027,0.031125535,1,121.35,0.060054595,0.217504899,0.184564309,2.043949592,0.071985525,0.8252402,0.013170533,-0.012711864,0 days 03:29:00,-0.073533619,-0.064520744,2DGapFade,A,Large
MU,2024-06-20,premarket,2024-06-20 08:54:00-04:00,True,1.1141345882352942,1.0044,0.10925387120200547,8.0,0.2803398597812533,0.6121272244577308,-0.2794941668062696,100.0,1.522667336430993,0.15318192412507167,1.7726708074534159,100.0,,,,,,,,,,2.101272323,0.034897376,-2.33974182,0.023199739,2,121.35,0.110710243,0.193266454,0.17132737,2.425044618,0.116559968,1.861347739,0.013170533,-0.008612525,0 days 04:11:00,-0.089803197,-0.08165085,3DGapFade,B,Large
AVGO,2024-06-20,premarket,2024-06-20 04:19:00-04:00,True,0.5391827607142857,0.53125,0.014932255462184907,8.0,0.03970826832519182,0.17273404056530986,-0.14343445438966174,37.5,-0.10699277189443601,-0.02515982193071813,0.2647303892393764,100.0,,,,,,,,,,1.456471728,0.040351114,-1.360345123,0.000521492,0,121.35,0.039434249,0.296828148,0.21369221,1.179144385,0.06693876,1.786924571,0.013170533,-0.009903925,0 days 04:09:00,-0.045046743,-0.038204341,PriorDayLowBreak,A,Large
KWEB,2024-09-30,premarket,2024-09-30 08:01:00-04:00,True,0.5751909999999999,0.50545,0.13797803937085762,8.0,0.12381120023642635,0.19575550866057098,0.07237006626973534,100.0,1.0061520142885492,0.12114557599048403,0.4087235228539574,60.0,,,,,,,,,,2.691019641,0.017288545,-2.536064073,0.048629531,1,120.55,0.215579091,0.402443831,0.316044551,1.85472,0.236798721,0.946480644,0.007127145,-0.032100109,0 days 06:14:00,-0.046936481,-0.043844857,3DGapFade,A,ETF
VXX,2024-08-05,premarket,2024-08-05 08:35:00-04:00,True,2.5880193499999997,1.61425,0.6032332971968406,7.0,0.15084660347474418,0.3382367311388866,1.3374854120628834,100.0,1.1756856931060042,0.12090185284873319,1.563725879456841,100.0,,,,,,,,,,3.956046703,0.052803602,-0.592866865,0.437141034,1,143.95,0.947675676,1.1842871,0.909977967,4.871257176,0.221116963,0.728913931,-0.002626552,-0.046772487,0 days 02:30:00,-0.19660302,-0.031305506,3DGapFade,A,ETF
BEKE,2024-09-30,premarket,2024-09-30 08:01:00-04:00,True,0.9410506666666665,0.62025,0.5172118769313447,8.0,0.05839925512514626,0.11895866112056566,3.8569080845755974,100.0,0.5018159806295399,0.07319797712715216,0.1916426512968299,60.0,,,,,,,,,,3.912370079,0.035920365,-2.916623682,0.112,1,120.55,0.360244648,0.531680441,0.484971568,2.583056979,0.406645326,0.911452962,0.007127145,-0.080991736,0 days 04:13:00,-0.110161871,-0.104766187,1DBreakoutIB,A,Medium
TEM,2024-08-20,post10,2024-08-20 10:19:00-04:00,False,,,,,,,,,,,,,,,,,,,,,,3.578566488,0.090717595,0.134939417,0.006769658,5,108.5,0.228813559,0.261692408,0.729303761,3.335730648,0.054087609,1.921762992,0.032414582,0.0,0 days 00:01:00,-0.018275862,0.012241379,3DGapFade,A,Medium
OKLO,2024-10-23,open30,2024-10-23 09:47:00-04:00,True,1.586983,1.58515,0.0011563574425133005,8.0,0.052154097193672935,0.07181761807466909,-0.7101006844606996,75.0,0.43901774771912305,0.056221306122327924,0.06744107744107741,20.0,4.0,0.0,-11.0,0.017750025468901347,1.5891200250000002,1.6948693333333336,0.6900483594049586,False,45.0,2.093609065,0.153618289,-0.54437163,-0.041286606,0,129.35,0.095447065,1.102105263,0.81420588,1.811115702,0.053221215,1.262435913,0.001751674,-0.020468625,0 days 03:04:00,-0.118177266,-0.083625438,RightSidePopFade,B,Medium
ARM,2024-04-17,premarket,2024-04-17 08:01:00-04:00,True,0.5668330714285714,0.5567500000000001,0.018110590801205806,8.0,0.0299176467675853,0.03286068540512539,-0.359306442358561,50.0,0.08814619368709109,0.007330997794213025,-0.002150730352181829,40.0,,,,,,,,,,2.411422102,0.047936209,-2.449509548,-0.002863688,0,195.95,-0.035304362,-0.047592998,-0.030218688,2.502161698,0.024060213,1.851621918,-0.020598304,-0.009186992,0 days 06:12:00,-0.121933208,-0.117420202,ConsolidationBreakdown,B,Large
PHUN,2024-10-24,premarket,2024-10-24 08:01:00-04:00,False,,,,,,,,,,,,,,,,,,,,,,3.538609129,0.163499444,-1.966979161,-0.115983027,3,139.1,0.486325803,2.676470588,1.277743445,3.151243264,0.244700294,0.82216791,-0.007486906,-0.143835616,0 days 06:28:00,-0.3296,-0.3216,GapDownTrendBreak,B,Small
DJT,2024-10-29,premarket,2024-10-29 08:17:00-04:00,True,4.392833666666666,4.09,0.07404246128769354,8.0,0.17924222120124536,0.48420542332978767,-0.21726266341693012,100.0,1.0390866487187158,0.07444855322404856,1.4977861919447921,100.0,,,,,,,,,,3.44985603,0.11797357,-0.353252162,0.134923986,2,134.9,0.537911302,1.46559633,0.883049797,2.381347937,0.454254733,0.559548125,-0.004268669,-0.065217391,0 days 00:41:00,-0.190325581,-0.041674419,3DGapFade,A,Medium
IONQ,2024-10-29,premarket,2024-10-29 08:01:00-04:00,True,1.5910348333333335,1.56635,0.01575946201891898,8.0,0.08871618830750382,0.1596004224456836,-0.4571211352113683,100.0,0.9325724861196791,0.06912457492579009,0.44925055514433754,100.0,,,,,,,,,,1.864001805,0.097937187,-0.443432905,-0.017405952,3,134.9,0.113940165,0.832460733,0.438093314,1.456655495,0.061839749,1.27417035,-0.004268669,-0.038461538,0 days 00:57:00,-0.101142857,-0.043428571,GapDownTrendBreak,B,Medium
DJT,2024-10-30,premarket,2024-10-30 08:01:00-04:00,True,4.399870928571429,4.2792,0.028199413107923954,8.0,0.19451882387361422,0.4780732167996309,-0.34789526984817,100.0,1.2768363084945067,0.14098433012525574,1.519770351832769,100.0,,,,,,,,,,2.315341225,0.126266008,-1.249703541,-0.07726655,3,134.1,0.220282413,1.310646573,0.648649542,2.366970722,0.145198078,0.578038553,0.006539906,-0.103207547,0 days 02:27:00,-0.180307174,-0.157795077,RightSidePopFade,B,Medium
OKLO,2024-10-30,open30,2024-10-30 09:40:00-04:00,True,1.87983925,1.7393,0.08080219053642268,8.0,0.08307925237791956,0.101076844520463,-0.022528026595011994,100.0,0.1712457912457912,0.007791369354887227,0.2543631905380066,100.0,,,,,,,,,38.0,1.336843067,0.167805905,-0.792311485,0.062801932,3,134.1,0.381475667,1.75,0.79835641,1.517954481,0.102351769,0.896806013,0.006539906,-0.050017992,0 days 05:13:00,-0.142424242,-0.132954545,1DBreakoutIB,C,Medium
DXYZ,2024-11-11,open30,2024-11-11 09:42:00-05:00,False,,,,,,,,,,,,,,,,,,,,,,6.61771249,0.106561548,-0.999879875,1.148868778,3,105.65,1.988672121,3.165789474,2.342357699,3.298431196,0.558932022,0.799821657,0.043026758,-0.03002451,0 days 03:34:00,-0.223415456,-0.106548747,3DGapFade,A,Small
IONQ,2024-11-12,open30,2024-11-12 09:40:00-05:00,True,1.48364975,1.44465,0.026995985186723415,8.0,-0.05432664664033525,0.11201552414168348,0.7259942981135121,75.0,-0.10881835847136123,-0.013924271455531953,0.05383521172994854,100.0,,,,,,,,,38.0,1.048083642,0.118370404,0.387842649,-0.06462585,0,104.25,-0.004975124,0.46568954,0.513474924,1.465834728,0.074868969,1.411869547,0.038252124,-0.048854302,,0.0,0.045909091,RightSidePopFade,A,Medium
TSLA,2024-11-12,premarket,2024-11-12 04:01:00-05:00,True,0.8172958,0.8545,-0.043539145699239334,8.0,0.05845518346150918,0.1502776297586194,-0.6787060011831101,87.5,0.44756903269523973,0.03550391879609036,0.5948114968271743,100.0,,,,,,,,,,1.525098678,0.041712231,-0.996750931,-0.020742857,5,104.25,0.154356539,0.572418223,0.329923667,1.336238542,0.120351812,0.697146644,0.038252124,-0.053230574,0 days 00:39:00,-0.056690202,-0.041576705,GapDownTrendBreak,A,Large
MSTR,2024-11-21,premarket,2024-11-21 09:24:00-05:00,True,2.18252956,1.90195,0.14752204842398586,8.0,0.06714922263159519,0.18117887788159756,0.44361035200204313,100.0,0.5257099310123536,0.03652899693090338,0.4263911804409781,100.0,,,,,,,,,,3.055700869,0.097317289,-2.654142706,0.130426524,4,115.35,0.392006029,1.190715746,0.780619774,3.395107367,0.237191363,0.505562423,-0.004803236,-0.022929588,0 days 05:49:00,-0.305789258,-0.258293972,3DGapFade,A,Medium
CRNC,2025-01-06,open30,2025-01-06 09:35:00-05:00,True,3.226618375,2.12445,0.5188017486878957,8.0,0.17631447047852852,0.41797282262670277,0.819400831032613,100.0,1.035498706524863,0.0799344986191223,0.9999529301012005,100.0,,,,,,,,,33.0,4.845595233,0.105033569,-1.390727957,1.980075662,1,107.0,2.01044586,2.45497076,2.004807692,3.846404547,0.674991108,0.700996632,-0.027771311,-0.087919722,0 days 00:32:00,-0.193043331,-0.146073121,2DGapFade,B,Medium
IONQ,2025-01-08,premarket,2025-01-08 05:28:00-05:00,True,1.6247516666666668,1.1716,0.38678018663935365,8.0,0.042881295911441804,0.06636401771089565,5.182008301939359,100.0,-0.1128275026503105,-0.012534513169890642,0.04513826940231924,80.0,,,,,,,,,,3.983922248,0.133585863,-1.646880847,-0.218592458,0,106.2,-0.188821436,-0.073188232,-0.048095581,3.414634146,0.27045539,0.83382202,0.004350942,-0.151150055,0 days 01:58:00,-0.330993548,-0.219354839,GapDownTrendBreak,C,Medium
CRCL,2025-06-23,post10,2025-06-23 11:27:00-04:00,True,2.0427605875,1.95895,0.042783423517700925,6.0,0.05744377295689691,0.16137815868827302,-0.09084469396825087,83.33333333333334,0.42427657408753827,0.08218414036787482,0.6988552597346287,100.0,1.0,0.0,,0.029540404747434912,2.194890256451613,2.2883031000000003,0.29595637713399764,False,91.0,2.030828942,0.201246729,0.520741136,-0.007574496,2,110.5,0.598793161,1.069067245,1.76610803,1.981892989,0.113958151,0.729186372,-0.004556114,-0.095028463,,-0.025077581,0.10479745,3DGapFade,A,Medium
CRCL,2025-06-24,premarket,2025-06-24 08:01:00-04:00,True,1.984573675,1.97395,0.005381937232452616,7.0,0.06358401143210785,0.1451225111844772,-0.40105476210833874,71.42857142857143,0.4351824923658574,0.08525182544836188,0.13311902643437334,50.0,,,,,,,,,,1.358898286,0.208856519,-0.530956367,-0.0494591,3,108.0,0.254672078,1.172841649,1.451649312,1.369553786,0.1541837,0.431456692,-0.004197916,-0.104363376,0 days 02:17:00,-0.131143679,-0.110893699,RightSidePopFade,A,Medium
OPEN,2025-07-21,post10,2025-07-21 14:47:00-04:00,True,4.0493795,3.61815,0.11918508077332324,8.0,0.15821700980034994,0.3187622397894585,-0.12244840873500945,100.0,1.4739487179487183,0.11509165425234519,0.3866362625991644,80.0,-4.0,-4.0,-3.0,-0.06252256762840575,4.197895161290323,4.2872,0.028635841658077612,False,77.0,7.475008596,0.14855827,1.041368727,0.684807114,4,86.85,0.865802067,3.978349371,4.160982257,6.926454281,0.379100057,0.421271614,0.00708765,-0.139324333,,-0.05936141,0.154703936,3DGapFade,A,Small
BYND,2025-10-22,premarket,2025-10-22 05:27:00-04:00,True,6.6491735,5.81595,0.14326524471496493,8.0,0.0035236290514597058,0.23006295427060391,0.6074059863594501,87.5,0.09300795895546932,0.016054277719557978,0.8336144521336128,100.0,,,,,,,,,,7.70287738,0.174910998,-2.399923963,0.70441989,3,52.8,8.557001239,1.670995671,2.892537616,5.948559791,1.066322762,0.21739821,0.009200655,-0.252121212,0 days 01:09:00,-0.575364668,-0.419773096,3DGapFade,B,Small
GLD,2025-10-17,premarket,2025-10-17 08:01:00-04:00,True,0.3580065882352942,0.32985,0.08536179546852884,8.0,0.0347815880595918,0.06468128946038125,0.7819913274907508,100.0,0.7786465354543002,0.0694681160691249,0.36697057604641525,100.0,,,,,,,,,,2.989070862,0.011109289,-1.847258589,0.001740446,5,68.75,0.042937052,0.145353867,0.092642786,1.808440675,0.146903353,1.118444335,0.011668862,-0.014271886,0 days 03:30:00,-0.030014604,-0.02052173,3DGapFade,A,ETF
SNDK,2025-11-13,premarket,2025-11-13 08:02:00-05:00,True,1.0845763499999999,1.1499,-0.05680811374902173,8.0,0.025846976609609346,0.11278045846615123,-0.7328848586250278,12.5,-0.08817698834350973,-0.024620021088196595,-0.04655694208366146,40.0,,,,,,,,,,2.21597645,0.090051831,-1.012269439,-0.053338043,4,50.55,0.000186602,0.604310087,0.352225895,1.997438449,0.156145864,0.951429079,0.019498441,-0.057002111,0 days 04:19:00,-0.126380597,-0.091156716,GapDownTrendBreak,B,Medium
SLV,2026-01-26,post10,2026-01-26 13:04:00-05:00,True,0.9321481500000001,0.8074,0.1545060069358435,8.0,-0.00029482509378297994,0.1115061089435641,1.3882722076507474,100.0,0.08477764342335092,-0.01269387498039195,0.07131957805347322,100.0,3.0,0.0,,0.016816305027432532,1.2629154722222222,1.517709388888889,0.12053173320894593,False,91.0,2.930652108,0.03733172,-0.277654001,0.140479743,1,34.37,0.183539781,0.511330798,0.381605356,2.636354822,0.133725995,0.508817319,-0.004709349,-0.011243781,0 days 00:34:00,-0.028781322,-0.010365301,3DGapFade,B,ETF
GLD,2026-01-29,premarket,2026-01-29 08:02:00-05:00,True,0.5320891625,0.41655,0.2773716540631379,8.0,0.07212334848738766,0.11877147115770982,1.728094327493955,100.0,1.162772585669782,0.08995117882289431,0.29463869463869474,80.0,,,,,,,,,,3.161994513,0.014847585,-1.799076324,0.03022889,7,36.26,0.096427803,0.245045573,0.17333984,3.470220053,0.16295768,0.4603294,0.009347151,-0.009024604,0 days 00:36:00,-0.080469471,-0.026711939,3DGapFade,A,ETF
EWY,2026-02-26,premarket,2026-02-26 04:18:00-05:00,True,0.5887977083333333,0.63205,-0.06843175645386701,8.0,0.015500984871104215,0.12332957288734783,-0.6805564907099564,50.0,0.3627641224665805,0.00489655751702991,0.1328075992472444,60.0,,,,,,,,,,2.48342391,0.025942658,-0.727910163,0.029652764,2,36.72,0.100538406,0.274779644,0.174088144,1.62331158,0.075153539,1.131176888,0.01266655,-0.013354357,0 days 00:55:00,-0.043866801,-0.018883924,3DGapFade,A,ETF
GLW,2026-02-26,premarket,2026-02-26 07:45:00-05:00,True,0.75286544,0.7824,-0.03774867075664623,8.0,0.0870336759914959,0.11053711123670643,-1.12887287673848,87.5,0.4945558739255016,0.0607585611994076,0.1075093778752918,60.0,,,,,,,,,,1.189238693,0.059741799,-0.851944395,-0.012902824,4,36.72,0.090258176,0.443704987,0.23594413,1.501406733,0.014790286,5.926771224,0.01266655,-0.024756743,0 days 04:27:00,-0.06289467,-0.050896691,GapDownTrendBreak,C,Medium
SOXL,2026-04-27,premarket,2026-04-27 07:33:00-04:00,True,1.399489,1.35635,0.03180521251889257,8.0,0.006834090712145072,0.06533323605011385,0.38221161718659397,100.0,0.16504896065968055,0.029561764400109637,0.05269897939384527,60.0,,,,,,,,,,0.819570149,0.07228025,-0.532054647,3.9e-05,11,39.72,0.214738735,1.341269841,0.600074083,1.508414668,0.08625341,0.58961544,0.007365391,-0.037899235,0 days 00:23:00,-0.082094681,-0.038457043,,B,ETF
