expiration,symbol,strike,right,ask_size,bid_size,ask_exchange,ask_condition,bid_exchange,ask,bid,bid_condition,timestamp,mid,spread,spread_pct,is_primary,exp_date,dte,moneyness,moneyness_label,atm_dist,entry_mid,entry_ask,max_mid,max_bid,raw_return_pct,realistic_return_pct,spread_cost_pct,time_to_max_min,time_to_max_bid_min,volume_during_window,avg_spread_pct_window,delta,theta,vega,rho,implied_vol,target_0.5x_hit,target_0.5x_time_min,target_0.5x_option_bid,target_0.5x_option_return,target_1.0x_hit,target_1.0x_time_min,target_1.0x_option_bid,target_1.0x_option_return,target_1.5x_hit,target_1.5x_time_min,target_1.5x_option_bid,target_1.5x_option_return,return_score,spread_score,volume_score,oi_score,composite_score,rank,trade_date,entry_time,side,source,setup_type,trade_grade,cap,atr_pct,entry_offset,underlying_price,hold_window,target_0.5x_level,target_1.0x_level,target_1.5x_level,trade_idx
2025-04-11,AR,32.0,call,6,7,4,50,4,2.2,2.0,50,2025-04-07T09:45:00.000,2.1,0.20000000000000018,0.09523809523809532,True,2025-04-11,4,-0.009134540950611602,ATM,0.2950000000000017,2.1,2.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.09523809523809532,,,,,,True,3.0,,,True,12.0,,,True,26.0,,,20.0,25.0,10.0,7.5,62.5,2,2025-04-07,2025-04-07 09:45:00,1,bounce,GapFade_strongstock,A,Medium,0.0396352882636329,low+0,32.295,120,32.935010817237014,33.57502163447403,34.21503245171104,16
2025-04-11,AR,33.0,call,21,15,43,50,4,1.6,1.35,50,2025-04-07T09:45:00.000,1.475,0.25,0.1694915254237288,True,2025-04-11,4,0.021830004644681784,OTM,0.7049999999999983,1.475,1.6,1.475,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1694915254237288,,,,,,True,3.0,,,True,12.0,,,True,26.0,,,20.0,18.75,10.0,7.5,56.25,3,2025-04-07,2025-04-07 09:45:00,1,bounce,GapFade_strongstock,A,Medium,0.0396352882636329,low+0,32.295,120,32.935010817237014,33.57502163447403,34.21503245171104,16
2025-04-11,AR,31.5,call,24,42,11,50,11,2.9,2.0,50,2025-04-07T09:45:00.000,2.45,0.8999999999999999,0.36734693877551017,True,2025-04-11,4,-0.024616813748258297,ITM,0.7950000000000017,2.45,2.9,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0,0.36734693877551017,,,,,,True,3.0,,,True,12.0,,,True,26.0,,,20.0,6.25,10.0,7.5,43.75,4,2025-04-07,2025-04-07 09:45:00,1,bounce,GapFade_strongstock,A,Medium,0.0396352882636329,low+0,32.295,120,32.935010817237014,33.57502163447403,34.21503245171104,16
2025-04-07,QQQ,416.0,call,20,1,42,50,11,1.9,2.7,50,2025-04-07T09:44:00.000,2.3,-0.8000000000000003,-0.3478260869565219,True,2025-04-07,0,0.02872262818848377,OTM,11.615000000000009,2.3,1.9,20.89,21.2,8.082608695652175,10.157894736842106,-2.0752860411899317,29.0,30.0,5633,-0.021512159078090926,0.2378,-9.9677,3.3383,0.067,1.5575,True,4.0,2.8,0.47368421052631576,True,10.0,4.63,1.436842105263158,True,15.0,6.15,2.236842105263158,40.0,20.833333333333336,18.333333333333332,7.5,86.66666666666667,1,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,414.0,call,33,1,7,50,11,2.38,3.4,50,2025-04-07T09:44:00.000,2.8899999999999997,-1.02,-0.35294117647058826,True,2025-04-07,0,0.02377684632219298,OTM,9.615000000000009,2.8899999999999997,2.38,22.95,23.05,6.9411764705882355,8.684873949579833,-1.7436974789915975,30.0,30.0,5529,-0.022267665120803762,0.2789,-11.0269,3.626,0.0784,1.5862,True,4.0,3.45,0.44957983193277323,True,10.0,5.55,1.3319327731092436,True,15.0,7.25,2.0462184873949583,36.666666666666664,23.958333333333336,17.5,7.5,85.625,2,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,412.0,call,17,10,46,50,11,2.96,4.44,50,2025-04-07T09:44:00.000,3.7,-1.4800000000000004,-0.4000000000000001,True,2025-04-07,0,0.018831064455902196,ATM,7.615000000000009,3.7,2.96,22.0,23.21,4.945945945945946,6.841216216216217,-1.895270270270271,29.0,30.0,2822,-0.024102376803683417,0.3255,-12.2829,3.8864,0.0913,1.6484,True,4.0,4.21,0.4222972972972973,True,10.0,6.55,1.2128378378378377,True,15.0,8.4,1.837837837837838,35.0,25.0,16.666666666666668,7.5,84.16666666666667,3,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,411.0,call,15,1,60,50,11,3.28,4.81,50,2025-04-07T09:44:00.000,4.045,-1.5299999999999998,-0.3782447466007416,True,2025-04-07,0,0.016358173522756803,ATM,6.615000000000009,4.045,3.28,21.93,24.15,4.42150803461063,6.36280487804878,-1.94129684343815,30.0,30.0,2593,-0.022244201182023388,0.3461,-12.6234,3.9807,0.097,1.6539,True,4.0,4.63,0.41158536585365857,True,10.0,7.1,1.1646341463414633,True,15.0,9.05,1.7591463414634152,33.333333333333336,22.916666666666664,15.833333333333332,7.5,79.58333333333333,4,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,410.0,call,13,1,46,50,11,3.63,5.18,50,2025-04-07T09:44:00.000,4.404999999999999,-1.5499999999999998,-0.3518728717366629,True,2025-04-07,0,0.013885282589611409,ATM,5.615000000000009,4.404999999999999,3.63,26.53,25.09,5.022701475595914,5.911845730027548,-0.8891442544316339,30.0,30.0,7070,-0.018762095101386666,0.367,-12.9247,4.0638,0.1028,1.6586,True,4.0,5.07,0.3966942148760332,True,10.0,7.65,1.1074380165289257,True,15.0,9.7,1.6721763085399448,30.0,19.791666666666664,19.166666666666668,7.5,76.45833333333333,5,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,413.0,call,61,10,4,50,11,3.36,4.02,50,2025-04-07T09:44:00.000,3.6899999999999995,-0.6599999999999997,-0.17886178861788612,True,2025-04-07,0,0.02130395538904759,OTM,8.615000000000009,3.6899999999999995,3.36,22.04,23.95,4.972899728997291,6.127976190476191,-1.1550764614788998,30.0,30.0,2214,-0.02219759937615949,0.3146,-12.6706,3.8314,0.0881,1.725,True,4.0,3.82,0.1369047619047619,True,10.0,6.01,0.7886904761904762,True,15.0,7.82,1.3273809523809528,31.666666666666664,21.875,15.0,7.5,76.04166666666666,6,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,415.0,call,29,24,60,50,6,2.13,2.02,50,2025-04-07T09:44:00.000,2.075,0.10999999999999988,0.05301204819277102,True,2025-04-07,0,0.026249737255338378,OTM,10.615000000000009,2.075,2.13,22.75,22.1,9.963855421686747,9.375586854460096,0.5882685672266508,30.0,30.0,11965,0.017268968002950046,0.235,-9.0343,3.3165,0.0663,1.4208,True,4.0,3.11,0.46009389671361506,True,10.0,5.05,1.3708920187793427,True,15.0,6.7,2.1455399061032865,38.333333333333336,1.0416666666666665,20.0,7.5,66.875,7,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,409.0,call,16,1,76,50,11,4.0,5.57,50,2025-04-07T09:44:00.000,4.785,-1.5700000000000003,-0.32810867293625917,True,2025-04-07,0,0.011412391656466014,ATM,4.615000000000009,4.785,4.0,28.27,27.53,4.908045977011494,5.8825,-0.9744540229885059,30.0,30.0,1326,-0.01764580418688986,0.3883,-13.1907,4.1353,0.1086,1.6634,True,4.0,5.55,0.38749999999999996,True,10.0,8.25,1.0625,True,15.0,10.4,1.6,28.333333333333336,18.75,11.666666666666668,7.5,66.25,8,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,407.0,call,11,1,76,50,11,4.82,6.6,50,2025-04-07T09:44:00.000,5.71,-1.7799999999999994,-0.3117338003502626,True,2025-04-07,0,0.006466609790175227,ATM,2.615000000000009,5.71,4.82,29.53,29.47,4.171628721541156,5.114107883817427,-0.9424791622762712,29.0,30.0,1949,-0.015993089185573454,0.4328,-13.8165,4.2439,0.1208,1.6976,True,4.0,6.56,0.36099585062240647,True,10.0,9.45,0.9605809128630702,True,15.0,11.79,1.4460580912863068,25.0,17.708333333333336,14.166666666666668,7.5,64.375,9,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,408.0,call,16,1,76,50,11,4.4,6.07,50,2025-04-07T09:44:00.000,5.235,-1.67,-0.3190066857688634,True,2025-04-07,0,0.00893950072332062,ATM,3.615000000000009,5.235,4.4,25.09,27.36,3.792741165234002,5.218181818181818,-1.4254406529478159,30.0,30.0,1906,-0.015842882989866625,0.4106,-13.5156,4.1965,0.1147,1.6795,True,4.0,6.05,0.37499999999999983,True,10.0,8.85,1.011363636363636,True,15.0,11.08,1.518181818181818,26.666666666666664,16.666666666666664,13.333333333333332,7.5,64.16666666666666,10,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,30,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,416.0,call,20,1,42,50,11,1.9,2.7,50,2025-04-07T09:44:00.000,2.3,-0.8000000000000003,-0.3478260869565219,True,2025-04-07,0,0.02872262818848377,OTM,11.615000000000009,2.3,1.9,26.15,24.38,10.369565217391305,11.831578947368422,-1.4620137299771176,33.0,34.0,7768,-0.008342859170414073,0.2378,-9.9677,3.3383,0.067,1.5575,True,4.0,2.8,0.47368421052631576,True,10.0,4.63,1.436842105263158,True,15.0,6.15,2.236842105263158,40.0,20.833333333333336,18.333333333333332,7.5,86.66666666666667,1,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,414.0,call,33,1,7,50,11,2.38,3.4,50,2025-04-07T09:44:00.000,2.8899999999999997,-1.02,-0.35294117647058826,True,2025-04-07,0,0.02377684632219298,OTM,9.615000000000009,2.8899999999999997,2.38,27.93,26.49,8.664359861591697,10.130252100840336,-1.4658922392486389,34.0,34.0,6816,-0.0056623193430622755,0.2789,-11.0269,3.626,0.0784,1.5862,True,4.0,3.45,0.44957983193277323,True,10.0,5.55,1.3319327731092436,True,15.0,7.25,2.0462184873949583,36.666666666666664,17.708333333333336,17.5,7.5,79.375,2,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,415.0,call,29,24,60,50,6,2.13,2.02,50,2025-04-07T09:44:00.000,2.075,0.10999999999999988,0.05301204819277102,True,2025-04-07,0,0.026249737255338378,OTM,10.615000000000009,2.075,2.13,28.14,26.14,12.56144578313253,11.27230046948357,1.2891453136489606,33.0,34.0,13782,0.010058094729834644,0.235,-9.0343,3.3165,0.0663,1.4208,True,4.0,3.11,0.46009389671361506,True,10.0,5.05,1.3708920187793427,True,15.0,6.7,2.1455399061032865,38.333333333333336,11.458333333333332,20.0,7.5,77.29166666666667,3,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,410.0,call,13,1,46,50,11,3.63,5.18,50,2025-04-07T09:44:00.000,4.404999999999999,-1.5499999999999998,-0.3518728717366629,True,2025-04-07,0,0.013885282589611409,ATM,5.615000000000009,4.404999999999999,3.63,32.86,31.21,6.459704880817253,7.597796143250689,-1.138091262433436,33.0,34.0,8039,-0.006367765028447085,0.367,-12.9247,4.0638,0.1028,1.6586,True,4.0,5.07,0.3966942148760332,True,10.0,7.65,1.1074380165289257,True,15.0,9.7,1.6721763085399448,31.666666666666664,18.75,19.166666666666668,7.5,77.08333333333333,4,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,411.0,call,15,1,60,50,11,3.28,4.81,50,2025-04-07T09:44:00.000,4.045,-1.5299999999999998,-0.3782447466007416,True,2025-04-07,0,0.016358173522756803,ATM,6.615000000000009,4.045,3.28,30.78,29.77,6.6093943139678615,8.076219512195122,-1.4668251982272604,33.0,34.0,2906,-0.006715347050535858,0.3461,-12.6234,3.9807,0.097,1.6539,True,4.0,4.63,0.41158536585365857,True,10.0,7.1,1.1646341463414633,True,15.0,9.05,1.7591463414634152,33.333333333333336,19.791666666666664,15.833333333333332,7.5,76.45833333333333,5,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,409.0,call,16,1,76,50,11,4.0,5.57,50,2025-04-07T09:44:00.000,4.785,-1.5700000000000003,-0.32810867293625917,True,2025-04-07,0,0.011412391656466014,ATM,4.615000000000009,4.785,4.0,32.68,31.18,5.829676071055381,6.795,-0.9653239289446187,33.0,34.0,1476,-0.023962432561147936,0.3883,-13.1907,4.1353,0.1086,1.6634,True,4.0,5.55,0.38749999999999996,True,10.0,8.25,1.0625,True,15.0,10.4,1.6,28.333333333333336,25.0,11.666666666666668,7.5,72.5,6,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,408.0,call,16,1,76,50,11,4.4,6.07,50,2025-04-07T09:44:00.000,5.235,-1.67,-0.3190066857688634,True,2025-04-07,0,0.00893950072332062,ATM,3.615000000000009,5.235,4.4,34.25,32.15,5.542502387774594,6.306818181818182,-0.7643157940435881,33.0,34.0,2098,-0.02355508678975376,0.4106,-13.5156,4.1965,0.1147,1.6795,True,4.0,6.05,0.37499999999999983,True,10.0,8.85,1.011363636363636,True,15.0,11.08,1.518181818181818,26.666666666666664,23.958333333333336,13.333333333333332,7.5,71.45833333333333,7,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,412.0,call,17,10,46,50,11,2.96,4.44,50,2025-04-07T09:44:00.000,3.7,-1.4800000000000004,-0.4000000000000001,True,2025-04-07,0,0.018831064455902196,ATM,7.615000000000009,3.7,2.96,30.0,28.23,7.108108108108108,8.537162162162161,-1.4290540540540535,33.0,34.0,3288,0.018098574002246168,0.3255,-12.2829,3.8864,0.0913,1.6484,True,4.0,4.21,0.4222972972972973,True,10.0,6.55,1.2128378378378377,True,15.0,8.4,1.837837837837838,35.0,7.291666666666667,16.666666666666668,7.5,66.45833333333333,8,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,406.0,call,13,1,4,50,11,5.31,7.38,50,2025-04-07T09:44:00.000,6.345,-2.0700000000000003,-0.32624113475177313,True,2025-04-07,0,0.003993718857029834,ATM,1.615000000000009,6.345,5.31,35.75,34.36,4.634357762017337,5.470809792843692,-0.8364520308263552,34.0,34.0,2023,-0.02124966624463333,0.456,-14.323,4.2788,0.127,1.7455,True,4.0,7.11,0.3389830508474578,True,10.0,10.15,0.9114877589453863,True,15.0,12.55,1.3634651600753298,23.333333333333336,22.916666666666664,12.5,7.5,66.25,9,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,405.0,call,20,1,65,50,11,5.76,7.84,50,2025-04-07T09:44:00.000,6.8,-2.08,-0.3058823529411765,True,2025-04-07,0,0.0015208279238844396,ATM,0.6150000000000091,6.8,5.76,36.43,35.62,4.357352941176471,5.184027777777778,-0.826674836601307,33.0,34.0,1250,-0.017363599497809,0.4771,-14.4102,4.2979,0.1328,1.7482,True,4.0,7.69,0.3350694444444446,True,10.0,10.8,0.8750000000000002,True,15.0,13.34,1.3159722222222223,21.666666666666664,21.875,10.833333333333332,7.5,61.875,10,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,60,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,416.0,call,20,1,42,50,11,1.9,2.7,50,2025-04-07T09:44:00.000,2.3,-0.8000000000000003,-0.3478260869565219,True,2025-04-07,0,0.02872262818848377,OTM,11.615000000000009,2.3,1.9,26.15,24.38,10.369565217391305,11.831578947368422,-1.4620137299771176,33.0,34.0,13322,-0.003040557977754311,0.2378,-9.9677,3.3383,0.067,1.5575,True,4.0,2.8,0.47368421052631576,True,10.0,4.63,1.436842105263158,True,15.0,6.15,2.236842105263158,40.0,20.833333333333336,19.166666666666668,7.5,87.5,1,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,415.0,call,29,24,60,50,6,2.13,2.02,50,2025-04-07T09:44:00.000,2.075,0.10999999999999988,0.05301204819277102,True,2025-04-07,0,0.026249737255338378,OTM,10.615000000000009,2.075,2.13,28.14,26.14,12.56144578313253,11.27230046948357,1.2891453136489606,33.0,34.0,15594,0.00586751843351111,0.235,-9.0343,3.3165,0.0663,1.4208,True,4.0,3.11,0.46009389671361506,True,10.0,5.05,1.3708920187793427,True,15.0,6.7,2.1455399061032865,38.333333333333336,15.625,20.0,7.5,81.45833333333334,2,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,414.0,call,33,1,7,50,11,2.38,3.4,50,2025-04-07T09:44:00.000,2.8899999999999997,-1.02,-0.35294117647058826,True,2025-04-07,0,0.02377684632219298,OTM,9.615000000000009,2.8899999999999997,2.38,27.93,26.49,8.664359861591697,10.130252100840336,-1.4658922392486389,34.0,34.0,7645,-0.0010537024219352629,0.2789,-11.0269,3.626,0.0784,1.5862,True,4.0,3.45,0.44957983193277323,True,10.0,5.55,1.3319327731092436,True,15.0,7.25,2.0462184873949583,36.666666666666664,18.75,17.5,7.5,80.41666666666666,3,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,411.0,call,15,1,60,50,11,3.28,4.81,50,2025-04-07T09:44:00.000,4.045,-1.5299999999999998,-0.3782447466007416,True,2025-04-07,0,0.016358173522756803,ATM,6.615000000000009,4.045,3.28,30.78,29.77,6.6093943139678615,8.076219512195122,-1.4668251982272604,33.0,34.0,3210,-0.001116300921441997,0.3461,-12.6234,3.9807,0.097,1.6539,True,4.0,4.63,0.41158536585365857,True,10.0,7.1,1.1646341463414633,True,15.0,9.05,1.7591463414634152,33.333333333333336,19.791666666666664,15.0,7.5,75.625,4,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,410.0,call,13,1,46,50,11,3.63,5.18,50,2025-04-07T09:44:00.000,4.404999999999999,-1.5499999999999998,-0.3518728717366629,True,2025-04-07,0,0.013885282589611409,ATM,5.615000000000009,4.404999999999999,3.63,32.86,31.21,6.459704880817253,7.597796143250689,-1.138091262433436,33.0,34.0,8418,-0.0007378040895821801,0.367,-12.9247,4.0638,0.1028,1.6586,True,4.0,5.07,0.3966942148760332,True,10.0,7.65,1.1074380165289257,True,15.0,9.7,1.6721763085399448,31.666666666666664,17.708333333333336,18.333333333333332,7.5,75.20833333333333,5,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,409.0,call,16,1,76,50,11,4.0,5.57,50,2025-04-07T09:44:00.000,4.785,-1.5700000000000003,-0.32810867293625917,True,2025-04-07,0,0.011412391656466014,ATM,4.615000000000009,4.785,4.0,32.68,31.18,5.829676071055381,6.795,-0.9653239289446187,33.0,34.0,1694,-0.00972618631227781,0.3883,-13.1907,4.1353,0.1086,1.6634,True,4.0,5.55,0.38749999999999996,True,10.0,8.25,1.0625,True,15.0,10.4,1.6,28.333333333333336,25.0,11.666666666666668,7.5,72.5,6,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,412.0,call,17,10,46,50,11,2.96,4.44,50,2025-04-07T09:44:00.000,3.7,-1.4800000000000004,-0.4000000000000001,True,2025-04-07,0,0.018831064455902196,ATM,7.615000000000009,3.7,2.96,30.0,28.23,7.108108108108108,8.537162162162161,-1.4290540540540535,33.0,34.0,5523,0.011275385198005642,0.3255,-12.2829,3.8864,0.0913,1.6484,True,4.0,4.21,0.4222972972972973,True,10.0,6.55,1.2128378378378377,True,15.0,8.4,1.837837837837838,35.0,12.5,16.666666666666668,7.5,71.66666666666667,7,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,408.0,call,16,1,76,50,11,4.4,6.07,50,2025-04-07T09:44:00.000,5.235,-1.67,-0.3190066857688634,True,2025-04-07,0,0.00893950072332062,ATM,3.615000000000009,5.235,4.4,34.25,32.15,5.542502387774594,6.306818181818182,-0.7643157940435881,33.0,34.0,2326,-0.009301058075874719,0.4106,-13.5156,4.1965,0.1147,1.6795,True,4.0,6.05,0.37499999999999983,True,10.0,8.85,1.011363636363636,True,15.0,11.08,1.518181818181818,26.666666666666664,23.958333333333336,13.333333333333332,7.5,71.45833333333333,8,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,406.0,call,13,1,4,50,11,5.31,7.38,50,2025-04-07T09:44:00.000,6.345,-2.0700000000000003,-0.32624113475177313,True,2025-04-07,0,0.003993718857029834,ATM,1.615000000000009,6.345,5.31,35.75,34.36,4.634357762017337,5.470809792843692,-0.8364520308263552,34.0,34.0,2117,-0.007633350059358575,0.456,-14.323,4.2788,0.127,1.7455,True,4.0,7.11,0.3389830508474578,True,10.0,10.15,0.9114877589453863,True,15.0,12.55,1.3634651600753298,23.333333333333336,22.916666666666664,12.5,7.5,66.25,9,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-07,QQQ,413.0,call,61,10,4,50,11,3.36,4.02,50,2025-04-07T09:44:00.000,3.6899999999999995,-0.6599999999999997,-0.17886178861788612,True,2025-04-07,0,0.02130395538904759,OTM,8.615000000000009,3.6899999999999995,3.36,27.56,27.93,6.468834688346884,7.3125,-0.8436653116531163,32.0,34.0,3219,0.011568342461987803,0.3146,-12.6706,3.8314,0.0881,1.725,True,4.0,3.82,0.1369047619047619,True,10.0,6.01,0.7886904761904762,True,15.0,7.82,1.3273809523809528,30.0,11.458333333333332,15.833333333333332,7.5,64.79166666666666,10,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.021279228,low+0,404.385,120,408.68750030739,412.99000061478,417.29250092217,18
2025-04-11,NVDA,90.0,call,44,147,11,50,7,3.55,3.5,50,2025-04-07T09:44:00.000,3.525,0.04999999999999982,0.014184397163120517,True,2025-04-11,4,0.028431561879013058,OTM,2.488100000000003,3.525,3.55,12.75,11.8,2.617021276595745,2.323943661971831,0.2930776146239138,30.0,30.0,13745,0.011356588032531036,0.4293,-0.5593,3.6876,0.3945,1.2833,True,4.0,4.3,0.21126760563380284,True,9.0,5.35,0.5070422535211268,True,13.0,6.35,0.7887323943661971,40.0,16.666666666666664,20.0,7.5,84.16666666666666,1,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.041608117,low+0,87.5119,30,89.33250268704614,91.15310537409229,92.97370806113845,19
2025-04-11,NVDA,89.0,call,195,117,5,50,5,4.05,3.95,50,2025-04-07T09:44:00.000,4.0,0.09999999999999964,0.02499999999999991,True,2025-04-11,4,0.017004544524801803,ATM,1.4881000000000029,4.0,4.05,13.55,12.9,2.3875,2.1851851851851856,0.20231481481481461,29.0,30.0,3967,0.013308327534390998,0.4628,-0.5765,3.7304,0.4229,1.3073,True,4.0,4.85,0.19753086419753083,True,9.0,5.95,0.4691358024691359,True,13.0,7.0,0.7283950617283952,33.333333333333336,4.166666666666666,16.666666666666668,7.5,61.66666666666667,2,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.041608117,low+0,87.5119,30,89.33250268704614,91.15310537409229,92.97370806113845,19
2025-04-11,NVDA,88.0,call,48,76,11,50,5,4.5,4.45,50,2025-04-07T09:44:00.000,4.475,0.04999999999999982,0.01117318435754186,True,2025-04-11,4,0.0055775271705905466,ATM,0.48810000000000286,4.475,4.5,14.05,13.35,2.139664804469274,1.9666666666666666,0.17299813780260753,30.0,30.0,2709,0.011688853455147506,0.4953,-0.5848,3.7464,0.4504,1.3199,True,4.0,5.35,0.1888888888888888,True,9.0,6.55,0.4555555555555555,True,13.0,7.65,0.7000000000000001,26.666666666666664,12.5,13.333333333333332,7.5,60.0,3,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.041608117,low+0,87.5119,30,89.33250268704614,91.15310537409229,92.97370806113845,19
2025-04-11,NVDA,87.0,call,64,219,5,50,9,5.05,4.95,50,2025-04-07T09:44:00.000,5.0,0.09999999999999964,0.019999999999999928,True,2025-04-11,4,-0.0058494901836207095,ATM,0.5118999999999971,5.0,5.05,15.0,14.45,2.0,1.8613861386138613,0.13861386138613874,29.0,30.0,2668,0.010202965902357015,0.5277,-0.5925,3.7376,0.4771,1.3401,True,4.0,5.95,0.1782178217821783,True,9.0,7.2,0.42574257425742584,True,13.0,8.35,0.6534653465346535,20.0,20.833333333333336,10.0,7.5,58.333333333333336,4,2025-04-07,2025-04-07 09:44:00,1,bounce,3DGapFade_weakstock,A,ETF,0.041608117,low+0,87.5119,30,89.33250268704614,91.15310537409229,92.97370806113845,19
